sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2407,27196,0.088515,54.09025200000001,87.33237598392694,0.619364,"[209641, 29182, 197992, 29014, 204916, 210644, 197619, 60781, 41405, 201217, 397031, 56630, 62217, 61317, 216435, 12876, 51115, 200827, 202888, 41717, 62282, 32934, 44901, 58777, 48581, 51468, 55990, 204055, 205544, 203961, 200241, 208058, 198068, 134756, 61323, 61098, 140716, 197730, 197695, 197598, 149042, 140903, 140061, 138915, 138421, 137702, 137697, 38, 8888, 7679, 6724, 11917, 11426, 9354, 9806, 9605, 2635, 2497, 513, 4802, 3389, 29222, 29097, 29066, 27823, 33363, 38631, 38365, 33760, 35492, 21100, 17511]"
Internet Service Provider (ISP),4826,27196,0.17747599999999997,20.436357000000005,87.33237598392694,0.234003,"[213220, 44812, 57043, 48261, 64267, 135981, 30721, 140810, 138652, 41378, 62874, 9009, 45609, 396356, 6939, 138997, 46841, 46562, 30633, 33387, 835, 212238, 51430, 56655, 268972, 30860, 6315, 55081, 577, 133480, 5410, 397373, 12167, 11990, 26527, 11878, 134094, 21859, 9498, 58487, 59605, 58453, 45430, 58541, 58057, 58542, 44974, 55410, 45474, 45899, 49544, 49981, 47447, 44066, 51873, 53356, 56046, 45758, 45727, 55644, 55818, 55836, 56040, 56041, 50113, 60294, 207996, 207375, 205766, 200738, 199752, 199244, 264642, 397423, 266768, 262459, 209453, 211786, 199274, 60893, 134238, 133798, 133159, 131445, 63835, 63410, 134771, 136188, 198066, 147049, 136959, 43766, 42846, 5432, 8943, 8781, 8697, 8560, 8422, 8342, 7922, 7713, 7545, 6805, 6762, 6718, 6697, 9002, 9121, 9312, 9924, 12306, 10474, 9930, 9929, 9829, 9824, 9808, 9534, 9500, 9381, 5606, 4837, 42487, 4835, 2527, 2519, 1955, 1930, 1680, 1547, 1299, 1257, 906, 852, 812, 701, 680, 2860, 3214, 3292, 4651, 4812, 4811, 4808, 4788, 4739, 4657, 4637, 3303, 4230, 4134, 3741, 3462, 3320, 12360, 12849, 12859, 13030, 30781, 30764, 29789, 29413, 29075, 28890, 28573, 28075, 27947, 25454, 30798, 38255, 41357, 40630, 38266, 38040, 174, 35826, 34665, 24961, 24547, 24444, 15169, 15943, 15802, 15600, 15133, 17378, 15108, 14522, 14080, 13999, 13285, 17185, 24400, 21575, 24309, 24203, 23884, 23724, 22822, 22697, 17501, 20853, 20473, 18001, 17639, 398565]"
Phone Provider,168,27196,0.006177,9.672119,87.33237598392694,0.110751,[395839]
Other,27,27196,0.000994,2.0002440000000004,87.33237598392694,0.022903000000000003,"[199925, 46997, 205212, 45090, 200351, 209114, 25148, 40994]"
Hosting and Cloud Provider,6642,27196,0.244228,1.000307,87.33237598392694,0.011453999999999999,"[53667, 13213, 13335, 262287, 16509, 40676, 58810, 48635, 49542, 54455, 55303, 204490, 202505, 200487, 395747, 213192, 135967, 137443, 6233, 35470, 16276, 14340]"
Software Development,2786,27196,0.102441,0.128827,87.33237598392694,0.001475,"[36492, 45027, 58466, 59504, 47583, 209622, 63949, 25923, 25532, 39122, 36351, 34762, 17428]"
Online Music and Video Streaming Services,9916,27196,0.364612,0.004122000000000001,87.33237598392694,4.7e-05,"[396982, 60068, 20940, 43614, 21342]"
Online Informational Content,15,27196,0.000552,9.8e-05,87.33237598392694,1e-06,[149485]
"Military, Defense, National Security, and International Affairs",37,27196,0.0013609999999999998,1.5e-05,87.33237598392694,0.0,"[19969, 397232, 397226, 397224, 62571]"
"Law, Business, and Consulting Services",43,27196,0.001582,1.5e-05,87.33237598392694,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",14,27196,0.000516,8e-06,87.33237598392694,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,290,27196,0.010664,5e-06,87.33237598392694,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Law Enforcement, Public Safety, and Justice",3,27196,0.00011,0.0,87.33237598392694,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,27196,3.7e-05,0.0,87.33237598392694,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,27196,0.000147,0.0,87.33237598392694,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,27196,0.000184,0.0,87.33237598392694,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,27196,0.000221,0.0,87.33237598392694,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,27196,0.000221,0.0,87.33237598392694,0.0,"[211309, 210079, 16345]"
