category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,134,4414,0.030361000000000003,1004.0048059999999,1391.5637212395668,0.721494,"[397165, 47596, 209242, 200081, 61178, 400519, 15967, 131662, 205989, 201633]"
Computer and Information Technology,3880,4414,0.8790479999999998,264.241803,1391.5637212395668,0.189894,"[396356, 44812, 210107, 396319, 30633, 20473, 59504, 62240, 49581, 200373, 49542, 51837, 61317, 60781, 62217, 207990, 51659, 204490, 213220, 212477, 3175, 48108, 29182, 7018, 208626, 198571, 206873, 49392, 56534, 212521, 50902, 58061, 1239, 22773, 54113, 50113, 28753, 36992, 396113, 25145, 49981, 202235, 15317, 396362, 60703, 209146, 64080, 196733, 266732, 43317, 196968, 150445, 150347, 41108, 30721, 43260, 135605, 47447, 199669, 53667, 8772, 6939, 45609, 16509, 36183, 174, 13335, 53356, 38732, 36791, 58057, 33480, 202528, 202990, 28573, 36492, 9009, 15133, 19551, 50867, 40509, 200866, 136620, 199974, 47583, 16724, 203314, 32931, 263110, 20253, 20446, 41378, 212238, 46562, 949, 40676, 60539, 1921, 56758, 205544, 207021, 14153, 197433, 208685, 13213, 198412, 201178, 62874, 59711, 48254, 37963, 140810, 211759, 209181, 394923, 210937, 61323, 63213, 6369, 25923, 30081, 30811, 43357, 47720, 51430, 52041, 206368, 55081, 201029, 200393, 141039, 139693, 133480, 400797, 58453, 16625, 6762, 4788, 4761, 4657]"
None,281,4414,0.06366700000000003,90.02030800000001,1391.5637212395668,0.064691,"[204916, 198231, 210695, 42692, 210852, 147057, 199614, 131910, 271991, 210842, 151814, 199186, 197730, 200021, 151407, 202911, 216157, 201217, 33760, 197919, 197606, 399358, 216435, 216452, 211051, 54197, 202888, 202662]"
Finance and Insurance,19,4414,0.004305,18.000015,1391.5637212395668,0.012934999999999999,"[209968, 60389, 51126, 201836]"
Education and Research,22,4414,0.004987,5.014907,1391.5637212395668,0.0036049999999999997,"[209641, 56434, 4538, 270410, 141173, 60310, 206981, 140731]"
Manufacturing,6,4414,0.001361,4.000030000000001,1391.5637212395668,0.002875,"[44477, 51259, 23145, 203635]"
"Freight, Shipment, and Postal Services",5,4414,0.0011330000000000001,2.000046,1391.5637212395668,0.001437,"[56849, 205157]"
"Media, Publishing, and Broadcasting",19,4414,0.004306,1.1721649999999997,1391.5637212395668,0.000842,"[211027, 33905, 61112, 199465, 398668, 206843]"
Construction and Real Estate,28,4414,0.006345,1.104553,1391.5637212395668,0.000794,"[52042, 399558, 199925, 151338, 39900]"
Other,11,4414,0.002492,1.0001539999999998,1391.5637212395668,0.000719,"[141444, 50069, 38008, 40138]"
Travel and Accommodation,1,4414,0.000227,1.0,1391.5637212395668,0.000719,[133375]
"Retail Stores, Wholesale, and E-commerce Sites",4,4414,0.000907,0.003952000000000001,1391.5637212395668,3e-06,"[205987, 201572, 207487]"
Community Groups and Nonprofits,2,4414,0.000453,0.000488,1391.5637212395668,0.0,[205212]
Health Care Services,2,4414,0.000453,0.000488,1391.5637212395668,0.0,[46997]
