category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42.0,26614.0,0.0015781167806417674,0.0,87.32851337779826,0.0
Community Groups and Nonprofits,16.0,31012.0,0.0005159293176834773,0.00061,1479.8217084943183,4.1221182017978353e-07
Computer and Information Technology,18597.0,31012.0,0.5996710950599767,306.557282,1479.8217084943183,0.2071582544304708
Construction and Real Estate,36.0,31012.0,0.001160840964787824,3.104553,1479.8217084943183,0.0020979236770075536
Education and Research,87.0,31012.0,0.002805365664903908,35.014915,1479.8217084943183,0.023661576796049848
Finance and Insurance,20.0,31012.0,0.0006449116471043467,18.000015,1479.8217084943183,0.01216363761707116
"Freight, Shipment, and Postal Services",18.0,31012.0,0.000580420482393912,2.000046,1479.8217084943183,0.0013515452493496646
Government and Public Administration,45.0,26614.0,0.0016908394078304651,1.5e-05,87.32851337779826,1.7176520496927968e-07
Health Care Services,12.0,31012.0,0.000386946988262608,0.00061,1479.8217084943183,4.1221182017978353e-07
Manufacturing,6.0,4398.0,0.001364256480218281,4.000030000000001,1392.49319511652,0.0028725669999883118
"Media, Publishing, and Broadcasting",9662.0,31012.0,0.3115568167161099,1.1763839999999997,1479.8217084943183,0.0007949498194596301
"Museums, Libraries, and Entertainment",6.0,26614.0,0.00022544525437739535,0.0,87.32851337779826,0.0
None,358.0,31012.0,0.011543918483167806,103.95788100000001,1479.8217084943183,0.070250274342694
Other,39.0,31012.0,0.001257577711853476,1.0005809999999997,1479.8217084943183,0.0006761496971267343
"Retail Stores, Wholesale, and E-commerce Sites",1889.0,31012.0,0.06091190506900555,0.003968,1479.8217084943183,2.681404102415379e-06
Service,178.0,31012.0,0.005739713659228686,1004.0048059999999,1479.8217084943183,0.6784633582795253
Travel and Accommodation,1.0,4398.0,0.00022737608003638017,1.0,1392.49319511652,0.000718136363974348
