sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4384,0.020529,1004.000244,1387.5516515374184,0.7235769999999999,"[397165, 47596, 209242, 200081, 61178, 15967]"
Internet Service Provider (ISP),640,4384,0.14597500000000002,196.216762,1387.5516515374184,0.14141399999999998,"[396356, 44812, 210107, 396319, 30633, 20473, 62240, 200373, 207990, 51659, 213220, 198571, 208626, 206873, 7018, 3175, 49392, 212521, 56534, 1239, 50902, 22773, 50113, 196968, 49981, 199669, 150445, 396113, 41108, 266732, 25145, 43317, 36992, 396362, 15317, 47447, 8772, 6939, 45609, 174, 53356, 58057, 28573, 33480, 202528, 36791, 9009, 15133, 40509, 136620, 16724, 32931, 263110, 203314, 20253, 20446, 41378, 212238, 46562, 56758, 14153, 62874, 140810, 59711, 209181, 394923, 211759, 63213, 6369, 30081, 43357, 47720, 51430, 52041, 55081, 133480, 400797, 201029, 200393, 197433, 139693, 6762, 4788, 4761, 4657, 58453]"
None,374,4384,0.08530400000000003,121.10159400000002,1387.5516515374184,0.08727900000000001,"[204916, 198231, 210695, 61317, 60781, 62217, 212477, 209641, 29182, 48108, 42692, 210852, 196733, 135605, 209146, 202235, 141444, 147057, 199614, 131910, 271991, 28753, 210842, 151814, 399558, 199186, 197730, 200021, 141173, 216157, 151407, 202911, 201217, 398668, 206981, 949, 60539, 50069, 207021, 205544, 208685, 201572, 38008, 37963, 40138, 33760, 48254, 197606, 197919, 201178, 399358, 211051, 216452, 216435, 61323, 54197, 58339, 202662, 203283, 202888, 141039, 140731]"
Software Development,436,4384,0.099452,25.632033,1387.5516515374184,0.018472,"[59504, 49581, 51837, 54113, 150347, 60703, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4384,0.0036490000000000003,15.000015,1387.5516515374184,0.01081,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1489,4384,0.33964400000000006,13.348222,1387.5516515374184,0.009619999999999998,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 202990, 50867, 40676, 13213]"
Other,69,4384,0.015737000000000004,4.173567000000001,1387.5516515374184,0.0030069999999999997,"[56849, 211027, 133375, 199925, 400519, 205987, 60310, 205212, 46997, 205157, 207487, 30811, 205989, 201633]"
"Banks, Credit Card Companies, Mortgage Providers",3,4384,0.000684,3.0,1387.5516515374184,0.002162,[60389]
Buildings (Residential or Commercial),15,4384,0.003421,1.006851,1387.5516515374184,0.000726,"[52042, 151338]"
Electronics and Computer Components,2,4384,0.000456,1.000015,1387.5516515374184,0.000721,"[51259, 23145]"
Elementary and Secondary Schools,1,4384,0.000228,1.0,1387.5516515374184,0.000721,[56434]
"Colleges, Universities, and Professional Schools",1,4384,0.000228,1.0,1387.5516515374184,0.000721,[4538]
"Metal, Glass, Wood, and Paper Manufacturing",1,4384,0.000228,1.0,1387.5516515374184,0.000721,[44477]
Online Music and Video Streaming Services,10,4384,0.002281,0.039062,1387.5516515374184,2.8e-05,[33905]
Computer and Network Security,1215,4384,0.277144,0.018524,1387.5516515374184,1.3000000000000001e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4384,0.00114,0.007859,1387.5516515374184,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4384,0.002965,0.006836,1387.5516515374184,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4384,0.000684,4.6e-05,1387.5516515374184,0.0,[39900]
Chemical and Pharmaceutical Manufacturing,1,4384,0.000228,1.5e-05,1387.5516515374184,0.0,[203635]
