sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4529,0.019873,1004.000244,1381.7532812952995,0.726613,"[397165, 47596, 209242, 61178, 200081, 15967]"
Internet Service Provider (ISP),651,4529,0.143752,187.22115699999998,1381.7532812952995,0.13549499999999998,"[396356, 44812, 210107, 396319, 30633, 20473, 62240, 200373, 51659, 207990, 213220, 208626, 206873, 7018, 3175, 49392, 56534, 212521, 22773, 1239, 50902, 198571, 50113, 49981, 266732, 25145, 396113, 396362, 47447, 150445, 36992, 196968, 41108, 199669, 43317, 15317, 8772, 6939, 45609, 174, 53356, 202528, 36791, 28573, 33480, 58057, 38732, 9009, 15133, 40509, 136620, 16724, 263110, 51847, 32931, 203314, 20253, 20446, 41378, 212238, 46562, 56758, 9902, 14153, 197433, 133612, 140810, 59711, 62874, 63213, 211759, 51430, 52041, 394923, 6369, 55081, 47720, 200393, 201029, 43357, 133480, 209181, 139693, 30081, 400797, 7713, 6762, 4788, 4761, 4657, 58453]"
None,389,4529,0.0859,121.28927700000003,1381.7532812952995,0.08778100000000001,"[204916, 198231, 210695, 61317, 60781, 62217, 212477, 209641, 48108, 29182, 210852, 42692, 271991, 28753, 131910, 135605, 141444, 209146, 202235, 199614, 147057, 196733, 210842, 399558, 151814, 199186, 197730, 200021, 202911, 151407, 141173, 216157, 201217, 206981, 398668, 1921, 50069, 949, 60539, 205544, 207021, 208685, 37963, 48254, 40138, 197606, 197919, 38008, 201572, 201178, 33760, 211051, 216452, 61323, 216435, 54197, 399358, 58339, 141039, 202662, 202888, 151464, 140731, 138190]"
Software Development,445,4529,0.09825799999999998,25.639952000000005,1381.7532812952995,0.018555000000000002,"[59504, 49581, 51837, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4529,0.003533,15.000015,1381.7532812952995,0.010855,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1505,4529,0.3323040000000001,13.348466,1381.7532812952995,0.009659999999999998,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 202990, 50867, 40676, 13213, 206368]"
Other,69,4529,0.015237000000000002,4.173567000000001,1381.7532812952995,0.003019,"[56849, 211027, 133375, 199925, 400519, 205987, 60310, 205212, 46997, 205157, 201633, 30811, 205989, 207487]"
"Metal, Glass, Wood, and Paper Manufacturing",3,4529,0.000662,3.0,1381.7532812952995,0.002171,[44477]
"Banks, Credit Card Companies, Mortgage Providers",3,4529,0.000662,3.0,1381.7532812952995,0.002171,[60389]
"Colleges, Universities, and Professional Schools",2,4529,0.000442,2.0,1381.7532812952995,0.001448,"[4538, 46019]"
Buildings (Residential or Commercial),15,4529,0.003312,1.006851,1381.7532812952995,0.000729,"[52042, 151338]"
Electronics and Computer Components,2,4529,0.000442,1.000015,1381.7532812952995,0.000724,"[51259, 23145]"
Elementary and Secondary Schools,1,4529,0.000221,1.0,1381.7532812952995,0.000724,[56434]
Online Music and Video Streaming Services,10,4529,0.002208,0.039062,1381.7532812952995,2.8e-05,[33905]
Computer and Network Security,1305,4529,0.288144,0.019897,1381.7532812952995,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4529,0.001105,0.007859,1381.7532812952995,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4529,0.00287,0.006836,1381.7532812952995,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4529,0.000662,4.6e-05,1381.7532812952995,0.0,[39900]
Chemical and Pharmaceutical Manufacturing,1,4529,0.000221,1.5e-05,1381.7532812952995,0.0,[203635]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1,4529,0.000221,1.5e-05,1381.7532812952995,0.0,[131662]
