category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,14637,26456,0.553277,43.32349000000001,87.32849692482083,0.49609499999999995,"[395839, 29182, 213220, 44812, 57043, 29014, 48261, 53667, 60781, 64267, 135981, 30721, 36492, 140810, 41405, 138652, 41378, 62874, 13213, 9009, 45609, 13335, 62217, 61317, 56630, 396356, 262287, 6939, 138997, 46841, 46562, 16509, 30633, 51430, 212238, 835, 56655, 268972, 33387, 6315, 51115, 200827, 12876, 45027, 30860, 55081, 5410, 577, 133480, 8100, 397373, 40676, 62282, 12167, 11990, 11878, 21859, 9498, 134094, 26527, 59605, 58777, 58541, 48635, 58542, 45474, 44974, 45727, 59437, 45899, 59504, 58487, 47447, 45090, 45758, 47583, 58453, 58466, 56046, 55836, 55644, 55410, 55990, 56040, 56041, 54455, 53356, 55818, 60294, 51468, 50113, 49981, 49544, 58057, 49542, 51873, 134771, 60893, 209453, 200487, 200738, 202505, 204490, 205125, 205544, 205766, 207375, 207996, 209622, 61098, 211786, 213192, 262459, 264642, 266768, 395747, 397423, 199752, 199274, 199244, 61323, 63410, 63835, 63949, 131445, 133798, 134238, 134756, 135967, 136188, 136959, 137697, 137702, 138421, 138915, 140061, 140716, 140903, 147049, 197695, 198068, 44901, 44066, 8342, 9002, 8943, 8888, 8781, 8697, 8560, 8422, 7922, 5432, 6805, 6762, 6724, 6718, 6697, 6233, 9121, 9299, 9312, 12306, 11019, 10474, 9929, 9924, 9829, 9824, 9808, 9806, 9534, 9500, 9381, 5606, 4837, 12849, 1299, 2519, 1955, 1930, 1680, 1653, 1547, 1257, 4835, 906, 852, 812, 701, 680, 513, 2527, 2860, 3214, 3292, 4812, 4811, 4808, 4788, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 3303, 12360, 12859, 29066, 30798, 30781, 29789, 29413, 29222, 29097, 29075, 28890, 24547, 28573, 28075, 27947, 27823, 25923, 25532, 25148, 33438, 34665, 42487, 41357, 40630, 39122, 38365, 38266, 38255, 174, 36351, 35826, 35470, 34762, 24961, 24444, 12874, 15133, 16276, 15943, 15802, 15600, 15169, 24400, 15108, 14522, 14340, 14080, 13999, 13285, 13030, 16625, 17185, 17378, 17428, 24309, 24203, 23724, 22822, 22697, 21575, 21100, 20853, 20473, 19551, 18001, 17501, 398565]"
Education and Research,65,26456,0.0024579999999999997,30.000008,87.32849692482083,0.34353,"[209641, 1659, 200351, 204679, 4538, 24357]"
None,74,26456,0.0028009999999999997,12.000058000000001,87.32849692482083,0.13741199999999998,"[197992, 204916, 210644, 197619, 216435, 202888, 41717, 149151, 140824, 216271, 200241, 149042, 197598, 197730, 7679, 9354, 9605, 2497, 33760, 38631, 17511]"
Construction and Real Estate,8,26456,0.00030300000000000005,2.0,87.32849692482083,0.022902,"[199925, 210079, 211309, 16345]"
"Media, Publishing, and Broadcasting",9579,26456,0.362073,0.0042190000000000005,87.32849692482083,4.8e-05,"[396982, 60068, 149485, 20940, 11426, 43614, 33363, 21342]"
Other,29,26456,0.001096,0.000443,87.32849692482083,5e-06,[397031]
Community Groups and Nonprofits,14,26456,0.0005290000000000001,0.000122,87.32849692482083,1e-06,"[205212, 208492, 35492]"
Health Care Services,11,26456,0.000415,0.000122,87.32849692482083,1e-06,"[46997, 38]"
Government and Public Administration,45,26456,0.0017,1.5e-05,87.32849692482083,0.0,"[19969, 397224, 397226, 397232, 62571, 134768, 15130]"
Service,44,26456,0.0016640000000000001,1.5e-05,87.32849692482083,0.0,"[205100, 210083, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",1888,26456,0.071365,1e-06,87.32849692482083,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42,26456,0.001588,0.0,87.32849692482083,0.0,[208058]
Finance and Insurance,1,26456,3.8e-05,0.0,87.32849692482083,0.0,[134762]
"Freight, Shipment, and Postal Services",13,26456,0.000491,0.0,87.32849692482083,0.0,[3389]
"Museums, Libraries, and Entertainment",6,26456,0.00022700000000000002,0.0,87.32849692482083,0.0,"[131486, 137753]"
