category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42.0,26537.0,0.0015826958586125032,0.0,87.32846163561149,0.0
Community Groups and Nonprofits,16.0,30951.0,0.0005169461406739686,0.00061,1478.8921828751784,4.1247090698259866e-07
Computer and Information Technology,18562.0,30951.0,0.5997221414493877,307.565275,1478.8921828751784,0.20797004579606945
Construction and Real Estate,36.0,30951.0,0.0011631288165164292,3.104553,1478.8921828751784,0.0020992422814517177
Education and Research,87.0,30951.0,0.0028108946399147037,35.014915,1478.8921828751784,0.02367644876716164
Finance and Insurance,20.0,30951.0,0.0006461826758424607,18.000015,1478.8921828751784,0.01217128280778751
"Freight, Shipment, and Postal Services",18.0,30951.0,0.0005815644082582146,2.000046,1478.8921828751784,0.0013523947338146206
Government and Public Administration,45.0,26537.0,0.0016957455627991107,1.5e-05,87.32846163561149,1.717653067403077e-07
Health Care Services,13.0,30951.0,0.0004200187392975994,0.00061,1478.8921828751784,4.1247090698259866e-07
Manufacturing,6.0,4414.0,0.001359311282283643,4.000030000000001,1391.5637212395668,0.002874485687537818
"Media, Publishing, and Broadcasting",9640.0,30951.0,0.31146004975606606,1.1763839999999997,1478.8921828751784,0.0007954494679341266
"Museums, Libraries, and Entertainment",6.0,26537.0,0.00022609940837321475,0.0,87.32846163561149,0.0
None,352.0,30951.0,0.011372815094827307,102.02036200000002,1478.8921828751784,0.06898431351611976
Other,39.0,30951.0,0.0012600562178927983,1.0005809999999997,1478.8921828751784,0.0006765746763599269
"Retail Stores, Wholesale, and E-commerce Sites",1890.0,30951.0,0.061064262867112536,0.003953,1478.8921828751784,2.6729467136101845e-06
Service,178.0,30951.0,0.0057510258149979,1004.004821,1478.8921828751784,0.6788898018570027
Travel and Accommodation,1.0,4414.0,0.00022655188038060717,1.0,1391.5637212395668,0.0007186160322642124
