org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4393,0.014113,992.0,1393.55171251297,0.71185,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",101,4393,0.022991,66.3125,1393.55171251297,0.047585,[204916],['TH'],['None'],['None']
Latitude.sh,2,4393,0.000455,32.0,1393.55171251297,0.022963,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,28,4393,0.006374,28.0,1393.55171251297,0.020093,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,24,4393,0.005463,24.0,1393.55171251297,0.017222,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,4393,0.004324,19.0,1393.55171251297,0.013634000000000002,"[209968, 52042, 51126, 56849]",['PT'],"['Finance and Insurance' 'Construction and Real Estate'
 'Freight, Shipment, and Postal Services']","['Investment, Portfolio Management, Pensions and Funds'
 'Buildings (Residential or Commercial)' 'Other']"
Oxylabs,1,4393,0.000228,16.0,1393.55171251297,0.011481,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",15,4393,0.003415,14.000015,1393.55171251297,0.010047,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",15,4393,0.003415,12.000046,1393.55171251297,0.008611,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4393,0.002732,9.1875,1393.55171251297,0.006593,[59504],['RU'],['Computer and Information Technology'],['Software Development']
SIXNET OPERATION LTD,10,4393,0.002276,9.003906,1393.55171251297,0.006461,[198231],['GB'],['None'],['None']
Clouvider Limited,31,4393,0.007057,9.000565,1393.55171251297,0.006459,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,9,4393,0.002048,9.0,1393.55171251297,0.006458,"[200373, 198571]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4393,0.002048,9.0,1393.55171251297,0.006458,"[210695, 210852]",['RU'],['None'],['None']
IT Express Ltd.,9,4393,0.002049,7.000031,1393.55171251297,0.005023,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
Ferdinand Zink trading as Tube-Hosting,7,4393,0.001593,7.0,1393.55171251297,0.005023,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LLC Baxet,8,4393,0.001822,6.000031,1393.55171251297,0.004305,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
ArtPlanet LLC,6,4393,0.001366,6.0,1393.55171251297,0.004306,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Netex Limited,6,4393,0.001366,6.0,1393.55171251297,0.004306,[51837],['HK'],['Computer and Information Technology'],['Software Development']
Hivelocity Inc,14,4393,0.003187,5.012955,1393.55171251297,0.003597,[61317],['US'],['Computer and Information Technology'],['None']
