as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name
38,2,26682,7.495689978262499e-05,0.0,94.328512,0.0,[['UniversityofIllinois']]
174,9,31075,0.0002896218825422365,0.015656,1491.8751280000001,1.0494175890570915e-05,[['CogentCommunications']]
513,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['CERN-EuropeanOrganizationforNuclearResearch']]
577,30,26682,0.001124353496739375,8e-06,94.328512,8.480998830979121e-08,[['BellCanada']]
680,2,26682,7.495689978262499e-05,0.0,94.328512,0.0,[['VereinzurFoerderungeinesDeutschenForschungsnetzese.V.']]
701,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['VerizonBusiness']]
812,40,26682,0.0014991379956525,0.0,94.328512,0.0,[['RogersCommunicationsCanadaInc.']]
835,1,26682,3.747844989131249e-05,1.5e-05,94.328512,1.5901872808085853e-07,[['GoCodeITInc']]
852,25,26682,0.0009369612472828124,0.0,94.328512,0.0,[['TELUSCommunicationsInc.']]
906,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['DMITCloudServices']]
949,6,4393,0.0013658092419758707,9.2e-05,1397.546616,6.582964671569853e-08,[['xTom']]
1221,40,26682,0.0014991379956525,0.0,94.328512,0.0,[['TelstraCorporationLimited']]
1239,10,4393,0.0022763487366264513,10.0,1397.546616,0.007155396382141145,[['Sprint']]
1257,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['Tele2SverigeAB']]
1299,73,26682,0.002735926842065812,0.0,94.328512,0.0,[['ArelionSwedenAB']]
1547,10,26682,0.000374784498913125,0.0,94.328512,0.0,"[['Societateamixtapeactiunidetipinchis""Interdnestrcom""']]"
1653,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['Vetenskapsradet/SUNET']]
1659,10,26682,0.000374784498913125,8e-06,94.328512,8.480998830979121e-08,[['NationalChungHsingUniversity']]
1680,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['CellcomFixedLineCommunicationL.P']]
1921,3,4393,0.0006829046209879354,4.6e-05,1397.546616,3.2914823357849265e-08,[['ipcomGmbH']]
1930,17,26682,0.0006371336481523124,0.0,94.328512,0.0,"[['FundacaoparaaCienciaeaTecnologia', 'I.P.']]"
1955,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['KIFU(GovernmentalInfoTechDevelopmentAgency)']]
2497,4,26682,0.00014991379956524997,0.0,94.328512,0.0,[['InternetInitiativeJapanInc.']]
2527,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['SonyNetworkCommunicationsInc.']]
2860,11,26682,0.00041226294880443746,0.0,94.328512,0.0,"[['NOSCOMUNICACOES', 'S.A.']]"
3175,3,4393,0.0006829046209879354,3.0,1397.546616,0.0021466189146423435,[['CitytelecomLLC']]
3214,3,26682,0.00011243534967393749,0.0,94.328512,0.0,[['xTomGmbH']]
3292,3,26682,0.00011243534967393749,0.0,94.328512,0.0,[['TDCHoldingA/S']]
3303,15,26682,0.0005621767483696875,0.0,94.328512,0.0,[['Swisscom(Schweiz)AG']]
3320,2,26682,7.495689978262499e-05,0.0,94.328512,0.0,[['DeutscheTelekomAG']]
3389,13,26682,0.00048721984858706243,0.0,94.328512,0.0,[['FordMotorCompany']]
3462,3,26682,0.00011243534967393749,0.0,94.328512,0.0,"[['ChunghwaTelecomCo.', 'Ltd.']]"
3741,9,26682,0.00033730604902181243,0.0,94.328512,0.0,[['DimensionData']]
4134,14,26682,0.0005246982984783749,0.0,94.328512,0.0,"[['No.31', 'Jin-rongStreet']]"
4230,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['CLAROS.A.']]
4538,2,31075,6.436041834271923e-05,1.0,1491.8751280000001,0.0006702973869807688,[['ChinaEducationandResearchNetworkCenter']]
4637,13,26682,0.00048721984858706243,0.0,94.328512,0.0,[['TelstraInternationalLimited']]
4651,19,26682,0.0007120905479349374,0.0,94.328512,0.0,[['CATTelecomPublicCompanyLimited']]
4657,19,31075,0.0006114239742558326,0.0,1491.8751280000001,0.0,[['StarhubLtd.']]
4761,2,4393,0.00045526974732529026,0.0,1397.546616,0.0,[['PT.INDOSATTbk']]
4788,13,31075,0.00041834271922767496,0.0,1491.8751280000001,0.0,[['TMTECHNOLOGYSERVICESSDNBHD']]
4808,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['ChinaUnicom']]
4811,2,26682,7.495689978262499e-05,0.0,94.328512,0.0,[['ChinaTelecom(Group)']]
4812,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['ChinaTelecom(Group)']]
4835,2,26682,7.495689978262499e-05,0.0,94.328512,0.0,[['ChinaTelecom(Group)']]
4837,38,26682,0.0014241810958698748,0.0,94.328512,0.0,[['CHINAUNICOMIndustrialInternetBackbone']]
5410,59,26682,0.002211228543587437,8e-06,94.328512,8.480998830979121e-08,[['BouyguesTelecomSA']]
5432,31,26682,0.0011618319466306874,0.0,94.328512,0.0,[['ProximusNV']]
5606,30,26682,0.001124353496739375,0.0,94.328512,0.0,[['GTSTelecomSRL']]
6233,3,26682,0.00011243534967393749,0.0,94.328512,0.0,[['xTom']]
6315,1,26682,3.747844989131249e-05,1.5e-05,94.328512,1.5901872808085853e-07,"[['XMission', 'L.C.']]"
6369,1,4393,0.00022763487366264513,1.5e-05,1397.546616,1.0733094573211717e-08,[['NetrunnerInc']]
6697,33,26682,0.0012367888464133124,0.0,94.328512,0.0,[['RepublicanUnitaryTelecommunicationEnterpriseBeltelecom']]
6718,2,26682,7.495689978262499e-05,0.0,94.328512,0.0,[['NAVCOMMUNICATIONSSRL']]
6724,1,26682,3.747844989131249e-05,0.0,94.328512,0.0,[['StratoAG']]
6762,65,31075,0.002091713596138375,0.0,1491.8751280000001,0.0,[['TELECOMITALIASPARKLES.p.A.']]
6805,116,26682,0.004347500187392249,0.0,94.328512,0.0,[['TelefonicaGermanyGmbH&Co.OHG']]
6939,613,31075,0.019726468222043443,0.062532,1491.8751280000001,4.191503620268143e-05,[['HurricaneElectricLLC']]
7018,4,4393,0.0009105394946505805,4.0,1397.546616,0.0028621585528564577,"[['AT&TServices', 'Inc.']]"
