category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,14631,26321,0.5558839999999999,43.323689,87.32871112314857,0.496095,"[395839, 29182, 213220, 44812, 29014, 57043, 48261, 53667, 60781, 64267, 135981, 30721, 36492, 140810, 41405, 138652, 41378, 62874, 13213, 9009, 45609, 13335, 56630, 61317, 62217, 396356, 262287, 6939, 138997, 46841, 46562, 16509, 30633, 835, 12876, 56655, 54113, 45027, 51430, 268972, 51115, 200827, 30860, 212238, 33387, 6315, 55081, 577, 133480, 5410, 8100, 397373, 12167, 62282, 40676, 11990, 21859, 9498, 26527, 11878, 134094, 58541, 58487, 58466, 45727, 58542, 58777, 44974, 58453, 45899, 47583, 47447, 59504, 59605, 59437, 56041, 58057, 48635, 51468, 50113, 53356, 45474, 45090, 49981, 54455, 55410, 55644, 55818, 55836, 55990, 56040, 56046, 45758, 49544, 49542, 51873, 134771, 60294, 199752, 200487, 200738, 202505, 204490, 205125, 205544, 207375, 207996, 209453, 209622, 211786, 213192, 262459, 264642, 266768, 395747, 397423, 199274, 60893, 199244, 61323, 63410, 63835, 63949, 131445, 133798, 134238, 134756, 135967, 136188, 136959, 137697, 137702, 138421, 138915, 140061, 140716, 140903, 147049, 197695, 198068, 44901, 44066, 8560, 9299, 9121, 9002, 8943, 8888, 8781, 8697, 8422, 6233, 8342, 7922, 6805, 6762, 6724, 6718, 9312, 9381, 9500, 12360, 12306, 11019, 10474, 9929, 9924, 9829, 9824, 9808, 9806, 9534, 6697, 5606, 1547, 2860, 2527, 2519, 1955, 1930, 1680, 1299, 5432, 1257, 906, 852, 812, 701, 680, 3214, 3292, 3303, 3320, 4837, 4835, 4812, 4811, 4808, 4788, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 12849, 12859, 12874, 28890, 30798, 30781, 29789, 29413, 29222, 29075, 29066, 28573, 13030, 28075, 27947, 27823, 25923, 25532, 25454, 25148, 33438, 34665, 42846, 42487, 40630, 39122, 38365, 38266, 38255, 174, 36351, 35826, 35470, 34762, 24961, 24547, 24444, 17185, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14340, 14080, 13999, 13285, 16625, 17378, 24400, 17428, 24309, 24203, 23724, 22822, 22697, 21575, 21100, 20853, 20473, 19551, 18001, 17501, 398565]"
Education and Research,65,26321,0.0024699999999999995,30.000008,87.32871112314857,0.34353,"[209641, 1659, 200351, 204679, 4538, 24357]"
None,77,26321,0.002926,12.000058000000001,87.32871112314857,0.13741199999999998,"[197992, 210644, 204916, 197619, 216435, 202888, 41717, 140824, 149151, 216271, 200241, 149042, 197598, 197730, 7679, 9354, 10013, 9605, 2497, 33760, 38631, 17511]"
Construction and Real Estate,8,26321,0.000304,2.0,87.32871112314857,0.022902,"[199925, 210079, 211309, 16345]"
"Media, Publishing, and Broadcasting",9449,26321,0.35899100000000006,0.004218,87.32871112314857,4.8e-05,"[396982, 60068, 149485, 20940, 11426, 43614, 33363, 21342]"
Other,29,26321,0.001102,0.000443,87.32871112314857,5e-06,[397031]
Community Groups and Nonprofits,14,26321,0.000532,0.000122,87.32871112314857,1e-06,"[205212, 208492, 35492]"
Health Care Services,10,26321,0.00038,0.000122,87.32871112314857,1e-06,"[46997, 38]"
Government and Public Administration,45,26321,0.0017100000000000001,1.5e-05,87.32871112314857,0.0,"[19969, 397224, 397226, 397232, 62571, 134768, 15130]"
Service,44,26321,0.0016720000000000003,1.5e-05,87.32871112314857,0.0,"[205100, 210083, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",1887,26321,0.071692,1e-06,87.32871112314857,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42,26321,0.001596,0.0,87.32871112314857,0.0,[208058]
Finance and Insurance,1,26321,3.8e-05,0.0,87.32871112314857,0.0,[134762]
"Freight, Shipment, and Postal Services",13,26321,0.000494,0.0,87.32871112314857,0.0,[3389]
"Museums, Libraries, and Entertainment",6,26321,0.000228,0.0,87.32871112314857,0.0,"[131486, 137753]"
