country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio
AE,1.0,26321.0,3.799247748945709e-05,0.0,87.32871112314857,0.0
AL,1.0,4894.0,0.0002043318348998774,16.0,2606.7994847893715,0.0061377946763300035
AM,1.0,4894.0,0.0002043318348998774,16.0,2606.7994847893715,0.0061377946763300035
AR,11.0,31215.0,0.00035239468204388915,1.0,2694.12819591252,0.0003711775859505056
AT,20.0,31215.0,0.0006407176037161621,49.062683,2694.12819591252,0.018210968236194912
AU,67.0,31215.0,0.002146403972449143,2.000121,2694.12819591252,0.0007424000843889113
BE,248.0,31215.0,0.00794489828608041,18.0,2694.12819591252,0.0066811965471091014
BG,6.0,31215.0,0.00019221528111484863,32.000046000000005,2694.12819591252,0.011877699824585135
BH,1.0,26321.0,3.799247748945709e-05,0.0,87.32871112314857,0.0
BR,254.0,31215.0,0.00813711356719526,0.011035,2694.12819591252,4.095944660963829e-06
BY,33.0,26321.0,0.0012537517571520839,0.0,87.32871112314857,0.0
BZ,8.0,31215.0,0.0002562870414864648,0.000107,2694.12819591252,3.97160016967041e-08
CA,125.0,31215.0,0.0040044850232260135,3.0751869999999997,2694.12819591252,0.0011414404870063774
CH,61.0,31215.0,0.0019541886913342944,49.129013,2694.12819591252,0.018235588445471008
CN,221.0,31215.0,0.007079929521063591,2.1293329999999995,2694.12819591252,0.0007903606826247478
CO,1.0,26321.0,3.799247748945709e-05,0.0,87.32871112314857,0.0
CY,962.0,31215.0,0.030818516738747397,1.0003500000000003,2694.12819591252,0.0003713074981055884
CZ,10.0,31215.0,0.00032035880185808104,4.000015,2694.12819591252,0.0014847159114658118
DE,727.0,31215.0,0.023290084895082493,163.23138199999997,2694.12819591252,0.0605878303221248
DK,33.0,31215.0,0.0010571840461316676,16.0,2694.12819591252,0.00593884137520809
EC,15.0,26321.0,0.0005698871623418564,0.0,87.32871112314857,0.0
EE,4.0,26321.0,0.00015196990995782836,0.0,87.32871112314857,0.0
EG,1.0,4894.0,0.0002043318348998774,1.0,2606.7994847893715,0.0003836121672706252
ES,22.0,31215.0,0.0007047893640877783,16.066452,2694.12819591252,0.005963506868149673
FI,5.0,31215.0,0.00016017940092904052,34.0,2694.12819591252,0.01262003792231719
FR,157.0,31215.0,0.005029633189171872,76.08975800000002,2694.12819591252,0.02824281268999818
GB,450.0,31215.0,0.014416146083613647,134.17154200000004,2694.12819591252,0.04980146906281689
GR,1.0,4894.0,0.0002043318348998774,1.0,2606.7994847893715,0.0003836121672706252
HK,111.0,31215.0,0.0035559827006247,7.089577000000001,2694.12819591252,0.002631492076270228
HR,7.0,31215.0,0.00022425116130065674,3.1875,2694.12819591252,0.0011831285552172366
HU,2.0,31215.0,6.40717603716162e-05,1.0,2694.12819591252,0.0003711775859505056
ID,351.0,31215.0,0.011244593945218645,0.601807,2694.12819591252,0.00022337726946811592
IE,14.0,31215.0,0.0004485023226013135,1.5e-05,2694.12819591252,5.567663789257584e-09
IL,8.0,31215.0,0.0002562870414864648,32.0,2694.12819591252,0.01187768275041618
IN,395.0,31215.0,0.012654172673394202,4.039674,2694.12819591252,0.0014994364433470228
IR,3.0,4894.0,0.0006129955046996322,48.0,2606.7994847893715,0.01841338402899001
IT,87.0,31215.0,0.002787121576165305,58.000122,2694.12819591252,0.02152834526879481
JO,13.0,26321.0,0.0004939022073629421,0.0,87.32871112314857,0.0
JP,32.0,31215.0,0.0010251481659458593,1.007812,2694.12819591252,0.00037407722525195094
KG,1.0,4894.0,0.0002043318348998774,16.0,2606.7994847893715,0.0061377946763300035
KR,1.0,4894.0,0.0002043318348998774,1.0,2606.7994847893715,0.0003836121672706252
KZ,1.0,4894.0,0.0002043318348998774,1.0,2606.7994847893715,0.0003836121672706252
LK,3.0,26321.0,0.00011397743246837126,0.0,87.32871112314857,0.0
LT,10.0,31215.0,0.00032035880185808104,34.000049,2694.12819591252,0.012620056110018901
LV,4.0,4894.0,0.0008173273395995096,3.000015,2606.7994847893715,0.0011508422559943846
MD,12.0,31215.0,0.00038443056222969726,16.0,2694.12819591252,0.00593884137520809
MT,1.0,4894.0,0.0002043318348998774,1.0,2606.7994847893715,0.0003836121672706252
MX,5.0,26321.0,0.00018996238744728544,0.0,87.32871112314857,0.0
