category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42.0,26682.0,0.0015740948954351248,0.0,94.32851166109428,0.0
Community Groups and Nonprofits,17.0,31075.0,0.0005470635559131135,0.0006410000000000001,1491.8751277385174,4.2966062512997995e-07
Computer and Information Technology,18611.0,31075.0,0.5989058728881738,312.48957900000005,1491.8751277385174,0.209460948299133
Construction and Real Estate,37.0,31075.0,0.0011906677393403056,4.104553000000001,1491.8751277385174,0.0027512711511062946
Education and Research,86.0,31075.0,0.002767497988736927,35.0149,1491.8751277385174,0.023470395979506602
Finance and Insurance,20.0,31075.0,0.0006436041834271923,18.000015,1491.8751277385174,0.012065363022229353
"Freight, Shipment, and Postal Services",18.0,31075.0,0.000579243765084473,2.000046,1491.8751277385174,0.0013406256078763118
Government and Public Administration,45.0,26682.0,0.0016865302451090623,1.5e-05,94.32851166109428,1.590187286521848e-07
Health Care Services,12.0,31075.0,0.0003861625100563154,0.00061,1491.8751277385174,4.08881406129934e-07
Manufacturing,6.0,4393.0,0.0013658092419758707,4.000030000000001,1397.546616077423,0.0028621800188870423
"Media, Publishing, and Broadcasting",9677.0,31075.0,0.311407884151247,1.1763849999999996,1491.8751277385174,0.0007885277917215775
"Museums, Libraries, and Entertainment",6.0,26682.0,0.00022487069934787497,0.0,94.32851166109428,0.0
None,389.0,31075.0,0.01251810136765889,107.07897500000001,1491.8751277385174,0.07177475715565912
Other,40.0,31075.0,0.0012872083668543845,1.0005969999999997,1491.8751277385174,0.00067069755463835
"Retail Stores, Wholesale, and E-commerce Sites",1890.0,31075.0,0.06082059533386967,0.003968,1491.8751277385174,2.659740032005866e-06
Service,178.0,31075.0,0.005728077232502011,1004.0048059999999,1491.8751277385174,0.6729817980958879
Travel and Accommodation,1.0,4393.0,0.00022763487366264513,1.0,1397.546616077423,0.0007155396381744742
