category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42.0,26772.0,0.0015688032272523531,0.0,92.43035371688998,0.0
Community Groups and Nonprofits,18.0,31156.0,0.00057773783540891,0.0006410000000000001,1488.9065810003679,4.3051727232565825e-07
Computer and Information Technology,18757.0,31156.0,0.6020349210424958,311.587452,1488.9065810003679,0.20927266759117308
Construction and Real Estate,37.0,31156.0,0.001187572217229426,4.104553000000001,1488.9065810003679,0.0027567565704775315
Education and Research,86.0,31156.0,0.0027603029913981256,35.0149,1488.9065810003679,0.023517190700086874
Finance and Insurance,19.0,31156.0,0.0006098343818205161,17.000015,1488.9065810003679,0.011417784847574532
"Freight, Shipment, and Postal Services",18.0,31156.0,0.00057773783540891,2.000046,1488.9065810003679,0.0013432985155161364
Government and Public Administration,44.0,26772.0,0.0016435081428357986,1.5e-05,92.43035371688998,1.6228435137167523e-07
Health Care Services,13.0,31156.0,0.00041725510335087945,0.00061,1488.9065810003679,4.096966242100647e-07
Manufacturing,5.0,4384.0,0.0011405109489051094,4.000015,1396.4762272834778,0.0028643631175742294
"Media, Publishing, and Broadcasting",9640.0,31156.0,0.3094107074078829,2.176384,1488.9065810003679,0.0014617330783357337
"Museums, Libraries, and Entertainment",6.0,26772.0,0.00022411474675033618,0.0,92.43035371688998,0.0
None,362.0,31156.0,0.011618949801001413,105.01256900000001,1488.9065810003679,0.07052999183430574
Other,40.0,31156.0,0.0012838618564642444,1.0005969999999997,1488.9065810003679,0.0006720347755651115
"Retail Stores, Wholesale, and E-commerce Sites",1891.0,31156.0,0.06069456926434716,0.003968,1488.9065810003679,2.665042958795962e-06
Service,177.0,31156.0,0.005681088714854282,1004.0048059999999,1488.9065810003679,0.6743235732932473
Travel and Accommodation,1.0,4384.0,0.0002281021897810219,1.0,1396.4762272834778,0.0007160880940632045
