category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42.0,26608.0,0.0015784726398075767,0.0,93.43016781675502,0.0
Community Groups and Nonprofits,18.0,30974.0,0.0005811325627946019,0.0006410000000000001,1486.9139330016344,4.3109421855104473e-07
Computer and Information Technology,18550.0,30974.0,0.5988893911022147,309.59089800000004,1486.9139330016344,0.20821036855511107
Construction and Real Estate,37.0,30974.0,0.0011945502679666818,4.104553000000001,1486.9139330016344,0.0027604509641752676
Education and Research,86.0,30974.0,0.0027765222444630982,35.0149,1486.9139330016344,0.023548706635168445
Finance and Insurance,20.0,30974.0,0.0006457028475495577,18.000015,1486.9139330016344,0.012105619969316823
"Freight, Shipment, and Postal Services",18.0,30974.0,0.0005811325627946019,2.000046,1486.9139330016344,0.0013450987011484287
Government and Public Administration,45.0,26608.0,0.001691220685508118,1.5e-05,93.43016781675502,1.6054771548114485e-07
Health Care Services,12.0,30974.0,0.0003874217085297346,0.00061,1486.9139330016344,4.102456681999021e-07
Manufacturing,5.0,4366.0,0.0011452130096197893,4.000015,1393.4837651848793,0.0028705142463351925
"Media, Publishing, and Broadcasting",9662.0,30974.0,0.31193904565119135,1.1763849999999996,1486.9139330016344,0.000791158771123511
"Museums, Libraries, and Entertainment",6.0,26608.0,0.0002254960914010824,0.0,93.43016781675502,0.0
None,363.0,30974.0,0.011719506683024471,105.01647500000001,1486.9139330016344,0.07062713763667758
Other,40.0,30974.0,0.0012914056950991154,1.0005969999999997,1486.9139330016344,0.0006729353850226514
"Retail Stores, Wholesale, and E-commerce Sites",1892.0,30974.0,0.06108348937818816,0.003968,1486.9139330016344,2.6686144449462485e-06
Service,177.0,30974.0,0.0057144702008135855,1004.0048059999999,1486.9139330016344,0.6752272500219394
Travel and Accommodation,1.0,4366.0,0.00022904260192395785,1.0,1393.4837651848793,0.0007176258704867837
