sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2333,26772,0.08713599999999999,57.086381,92.43035371688998,0.617614,"[209641, 29182, 197992, 29014, 204916, 198231, 210644, 60781, 197619, 41405, 397031, 61317, 62217, 56630, 216435, 202888, 12876, 51115, 200827, 41717, 62282, 149151, 140824, 32934, 58777, 48581, 55990, 51468, 38, 208058, 205544, 61098, 200241, 216271, 61323, 134756, 198644, 137697, 137702, 138421, 138915, 140061, 140716, 140903, 149042, 197598, 197695, 197730, 198068, 44901, 8888, 7679, 6724, 11917, 11426, 9354, 9806, 9605, 2497, 513, 3389, 33363, 29222, 29097, 29066, 33760, 27823, 38631, 38365, 35492, 17511, 21100]"
Internet Service Provider (ISP),4786,26772,0.178751,20.537949000000005,92.43035371688998,0.222197,"[213220, 44812, 57043, 48261, 64267, 135981, 30721, 140810, 138652, 41378, 62874, 9009, 45609, 396356, 6939, 46841, 138997, 46562, 30633, 6315, 835, 268972, 56655, 212238, 33387, 30860, 51430, 55081, 577, 5410, 133480, 397373, 12167, 11990, 134094, 26527, 11878, 21859, 9498, 58542, 58541, 59605, 58487, 60294, 44974, 58453, 58057, 59437, 50113, 45474, 55410, 51873, 53356, 49981, 49544, 47447, 45727, 55644, 45899, 55818, 55836, 45758, 56040, 56041, 56046, 60893, 207996, 207375, 205766, 200738, 209453, 211786, 262459, 264642, 266768, 397423, 199752, 199274, 199244, 136188, 63410, 63835, 131445, 133798, 134238, 134771, 136959, 147049, 38266, 44066, 8422, 9002, 8943, 8781, 8697, 8657, 8560, 8342, 9299, 7922, 6805, 6762, 6718, 6697, 9121, 9312, 12859, 9924, 12360, 12306, 10474, 9929, 9829, 9824, 9808, 9534, 9500, 9381, 5606, 5432, 1299, 2527, 2519, 1955, 1930, 1680, 1547, 1257, 4837, 906, 852, 812, 701, 680, 2860, 3214, 3292, 3303, 4835, 4812, 4811, 4808, 4788, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 12849, 12874, 43766, 29075, 30798, 30781, 29789, 29413, 28890, 28573, 28075, 27947, 34665, 13030, 42846, 42487, 41357, 41000, 40630, 174, 38255, 35826, 25454, 24961, 15600, 17185, 15943, 15802, 15169, 24547, 15133, 15108, 14522, 14080, 13999, 17378, 17501, 24444, 24400, 24309, 24203, 23724, 22822, 22697, 21575, 20853, 20473, 18001, 398565]"
Phone Provider,168,26772,0.006275,9.672119,92.43035371688998,0.104642,[395839]
Other,27,26772,0.001008,2.0002440000000004,92.43035371688998,0.021640000000000003,"[199925, 46997, 205212, 45090, 200351, 209114, 40994, 25148]"
Hosting and Cloud Provider,6641,26772,0.248057,1.000322,92.43035371688998,0.010822,"[53667, 13213, 13335, 262287, 16509, 8283, 40676, 49542, 48635, 54455, 204490, 202505, 200487, 213192, 395747, 135967, 6233, 35470, 16276, 14340]"
Software Development,2793,26772,0.104325,0.129071,92.43035371688998,0.001396,"[36492, 45027, 59504, 58466, 47583, 205125, 209622, 63949, 25923, 25532, 39122, 34762, 36351, 17428]"
Online Music and Video Streaming Services,9601,26772,0.35862000000000005,0.0041210000000000005,92.43035371688998,4.4999999999999996e-05,"[396982, 60068, 20940, 43614, 21342]"
Online Informational Content,15,26772,0.00056,9.8e-05,92.43035371688998,1e-06,[149485]
"Military, Defense, National Security, and International Affairs",37,26772,0.0013809999999999998,1.5e-05,92.43035371688998,0.0,"[19969, 397224, 397226, 397232, 62571]"
"Law, Business, and Consulting Services",43,26772,0.001605,1.5e-05,92.43035371688998,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",14,26772,0.0005229999999999999,8e-06,92.43035371688998,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,290,26772,0.010832,5e-06,92.43035371688998,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Law Enforcement, Public Safety, and Justice",2,26772,7.5e-05,0.0,92.43035371688998,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,26772,3.7e-05,0.0,92.43035371688998,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,26772,0.000149,0.0,92.43035371688998,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,26772,0.000187,0.0,92.43035371688998,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,26772,0.000224,0.0,92.43035371688998,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,26772,0.000223,0.0,92.43035371688998,0.0,"[210079, 211309, 16345]"
