country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
US,3459,4393,0.7873950000000001,1085.921294,1394.6141819953918,0.7786520000000001,"[397165, 396356, 396319, 20473, 30633, 61317, 7018, 209242, 1239, 22773, 54113, 396362, 15317, 53667, 6939, 16509, 36183, 174, 13335, 400519, 36791, 33480, 199465, 60310, 36492, 15133, 19551, 40509, 46997, 201217, 16724, 32931, 398668, 20446, 20253, 41378, 46562, 40676, 50069, 949, 205157, 14153, 62874, 40138, 37963, 33760, 399358, 394923, 216435, 207487, 6369, 23145, 25923, 30081, 55081, 203283, 400797, 16625]"
RU,109,4393,0.024814999999999997,91.328262,1394.6141819953918,0.06548399999999999,"[44812, 59504, 210695, 49542, 51659, 204490, 213220, 48108, 29182, 208626, 206873, 3175, 49392, 212521, 56534, 60389, 210852, 211027, 30721, 56434, 199669, 199186, 39900]"
TH,101,4393,0.022991,65.375,1394.6141819953918,0.046877,[204916]
GB,88,4393,0.020034999999999994,28.010300000000004,1394.6141819953918,0.020083999999999998,"[62240, 198231, 62217, 209641, 44477, 202235, 199614, 61112, 202990, 136620, 206981, 212238, 56758, 205544, 13213, 198412, 48254, 209181, 61323, 52041, 58339, 203635, 202888]"
TR,29,4393,0.006601999999999999,27.000031,1394.6141819953918,0.019359999999999995,"[210107, 25145, 43260, 196733, 201178]"
DE,27,4393,0.006149000000000001,24.003936000000003,1394.6141819953918,0.017210999999999997,"[200373, 49581, 198571, 196968, 28753, 200081, 41108, 47447, 205987, 210937, 200393]"
PT,19,4393,0.004324,19.0,1394.6141819953918,0.013623999999999999,"[209968, 51126, 52042, 56849]"
NL,29,4393,0.006602,9.040130999999999,1394.6141819953918,0.006482,"[60781, 212477, 49981, 33905, 50867, 208685, 197919, 51430]"
UA,19,4393,0.004325,7.067704,1394.6141819953918,0.005067,"[47596, 8772, 201572, 201836]"
HK,35,4393,0.007969,7.011398,1394.6141819953918,0.005027,"[51837, 141444, 151338, 151407, 199974, 60539, 38008, 211759, 202662, 58453]"
IN,170,4393,0.038699000000000004,4.039612,1394.6141819953918,0.0028959999999999997,"[207990, 45609, 216452]"
FR,4,4393,0.000911,4.0,1394.6141819953918,0.002868,"[50902, 60703, 209146]"
SA,3,4393,0.000683,3.0,1394.6141819953918,0.002151,[210499]
LV,3,4393,0.000683,3.0,1394.6141819953918,0.002151,"[58061, 43317]"
LT,2,4393,0.000456,2.0,1394.6141819953918,0.001434,"[51259, 150445]"
IT,4,4393,0.00091,2.0,1394.6141819953918,0.001434,"[42692, 6762]"
CA,14,4393,0.003189,1.0750420000000003,1394.6141819953918,0.000771,"[396113, 399558, 53356, 202911, 202528, 205212, 203314, 398962, 63213, 54197, 139693]"
CN,9,4393,0.0020499999999999997,1.0664980000000002,1394.6141819953918,0.000765,"[4538, 151814, 200021, 206843, 211051, 197433, 140731]"
TW,3,4393,0.000684,1.003921,1394.6141819953918,0.0007199999999999999,"[133375, 141173, 131662]"
CY,22,4393,0.005008,1.00032,1394.6141819953918,0.000717,"[61178, 47583]"
CZ,2,4393,0.000455,1.000015,1394.6141819953918,0.000717,[50113]
SG,2,4393,0.000456,1.0,1394.6141819953918,0.000717,"[150347, 4657]"
PK,1,4393,0.000228,1.0,1394.6141819953918,0.000717,[147057]
PE,1,4393,0.000228,1.0,1394.6141819953918,0.000717,[266732]
AR,1,4393,0.000228,1.0,1394.6141819953918,0.000717,[271991]
KR,1,4393,0.000228,1.0,1394.6141819953918,0.000717,[135605]
EG,1,4393,0.000228,1.0,1394.6141819953918,0.000717,[36992]
JP,1,4393,0.000228,1.0,1394.6141819953918,0.000717,[131910]
ID,127,4393,0.028909,0.601807,1394.6141819953918,0.000432,"[210842, 4761]"
VG,11,4393,0.002504,0.042968,1394.6141819953918,3.1e-05,"[199925, 197730]"
BR,15,4393,0.0034149999999999996,0.010986,1394.6141819953918,8.000000000000001e-06,"[270410, 28573, 263110]"
VN,3,4393,0.000683,0.003937,1394.6141819953918,3e-06,"[38732, 140810]"
CH,1,4393,0.000228,0.003906,1394.6141819953918,3e-06,[58057]
None,1,4393,0.000228,0.003906,1394.6141819953918,3e-06,[216157]
RO,35,4393,0.007967,0.002365,1394.6141819953918,2e-06,[9009]
PH,20,4393,0.004553,0.000534,1394.6141819953918,0.0,[200866]
AT,8,4393,0.0018209999999999997,0.000122,1394.6141819953918,0.0,"[207021, 1921, 205989]"
ES,2,4393,0.000455,3.1e-05,1394.6141819953918,0.0,[197606]
BG,2,4393,0.000455,3.1e-05,1394.6141819953918,0.0,[59711]
SE,2,4393,0.000456,3e-05,1394.6141819953918,0.0,"[30811, 201633]"
PL,2,4393,0.000456,3e-05,1394.6141819953918,0.0,"[15967, 201029]"
AU,1,4393,0.000228,1.5e-05,1394.6141819953918,0.0,[133480]
VU,1,4393,0.000228,1.5e-05,1394.6141819953918,0.0,[43357]
IE,1,4393,0.000228,1.5e-05,1394.6141819953918,0.0,[47720]
PA,1,4393,0.000228,1.5e-05,1394.6141819953918,0.0,[141039]
MY,1,4393,0.000228,0.0,1394.6141819953918,0.0,[4788]
