as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name
38,2,26608,7.51653638003608e-05,0.0,93.430168,0.0,[['UniversityofIllinois']]
174,9,30974,0.00029056628139730094,0.015656,1486.913933,1.0529190461220865e-05,[['CogentCommunications']]
513,1,26608,3.75826819001804e-05,0.0,93.430168,0.0,[['CERN-EuropeanOrganizationforNuclearResearch']]
577,30,26608,0.001127480457005412,8e-06,93.430168,8.562544808867303e-08,[['BellCanada']]
680,2,26608,7.51653638003608e-05,0.0,93.430168,0.0,[['VereinzurFoerderungeinesDeutschenForschungsnetzese.V.']]
701,1,26608,3.75826819001804e-05,0.0,93.430168,0.0,[['VerizonBusiness']]
812,40,26608,0.001503307276007216,0.0,93.430168,0.0,[['RogersCommunicationsCanadaInc.']]
835,1,26608,3.75826819001804e-05,1.5e-05,93.430168,1.6054771516626194e-07,[['GoCodeITInc']]
852,25,26608,0.00093956704750451,0.0,93.430168,0.0,[['TELUSCommunicationsInc.']]
949,6,4366,0.001374255611543747,9.2e-05,1393.483765,6.602158009354347e-08,[['xTom']]
1221,40,26608,0.001503307276007216,0.0,93.430168,0.0,[['TelstraCorporationLimited']]
1239,10,4366,0.0022904260192395786,10.0,1393.483765,0.007176258705819942,[['Sprint']]
1257,1,26608,3.75826819001804e-05,0.0,93.430168,0.0,[['Tele2SverigeAB']]
1299,73,26608,0.002743535778713169,0.0,93.430168,0.0,[['ArelionSwedenAB']]
1547,10,26608,0.000375826819001804,0.0,93.430168,0.0,"[['Societateamixtapeactiunidetipinchis""Interdnestrcom""']]"
1659,10,26608,0.000375826819001804,8e-06,93.430168,8.562544808867303e-08,[['NationalChungHsingUniversity']]
1680,1,26608,3.75826819001804e-05,0.0,93.430168,0.0,[['CellcomFixedLineCommunicationL.P']]
1921,3,4366,0.0006871278057718735,4.6e-05,1393.483765,3.301079004677173e-08,[['ipcomGmbH']]
1930,17,26608,0.0006389055923030668,0.0,93.430168,0.0,"[['FundacaoparaaCienciaeaTecnologia', 'I.P.']]"
1955,1,26608,3.75826819001804e-05,0.0,93.430168,0.0,[['KIFU(GovernmentalInfoTechDevelopmentAgency)']]
2497,4,26608,0.0001503307276007216,0.0,93.430168,0.0,[['InternetInitiativeJapanInc.']]
2527,1,26608,3.75826819001804e-05,0.0,93.430168,0.0,[['SonyNetworkCommunicationsInc.']]
2860,11,26608,0.0004134095009019844,0.0,93.430168,0.0,"[['NOSCOMUNICACOES', 'S.A.']]"
3175,3,4366,0.0006871278057718735,3.0,1393.483765,0.0021528776117459825,[['CitytelecomLLC']]
3214,3,26608,0.0001127480457005412,0.0,93.430168,0.0,[['xTomGmbH']]
3292,3,26608,0.0001127480457005412,0.0,93.430168,0.0,[['TDCHoldingA/S']]
3303,15,26608,0.000563740228502706,0.0,93.430168,0.0,[['Swisscom(Schweiz)AG']]
3320,2,26608,7.51653638003608e-05,0.0,93.430168,0.0,[['DeutscheTelekomAG']]
3389,13,26608,0.0004885748647023452,0.0,93.430168,0.0,[['FordMotorCompany']]
3462,3,26608,0.0001127480457005412,0.0,93.430168,0.0,"[['ChunghwaTelecomCo.', 'Ltd.']]"
3741,9,26608,0.0003382441371016236,0.0,93.430168,0.0,[['DimensionData']]
