sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2326,26329,0.08834600000000004,54.086381,83.32871523521422,0.6490729999999999,"[209641, 29182, 197992, 29014, 210644, 204916, 60781, 197619, 41405, 397031, 61317, 62217, 56630, 216435, 12876, 51115, 200827, 202888, 41717, 62282, 149151, 140824, 32934, 58777, 48581, 51468, 55990, 38, 61098, 200241, 205544, 208058, 216271, 61323, 134756, 137697, 137702, 138421, 138915, 140061, 140716, 140903, 149042, 197598, 197695, 197730, 198068, 38365, 8888, 7679, 6724, 9354, 11917, 11426, 9806, 9605, 2497, 513, 3389, 44901, 29097, 33363, 29222, 29066, 27823, 33760, 38631, 35492, 17511, 21100]"
Internet Service Provider (ISP),4646,26329,0.176473,16.436314,83.32871523521422,0.197245,"[44812, 57043, 48261, 62240, 64267, 135981, 213220, 30721, 140810, 138652, 41378, 62874, 9009, 45609, 396356, 6939, 138997, 46841, 46562, 30633, 835, 30860, 212238, 268972, 6315, 33387, 51430, 55081, 133480, 5410, 577, 397373, 12167, 11990, 11878, 26527, 134094, 9498, 21859, 58487, 45474, 59437, 58541, 58542, 58057, 59605, 60294, 58453, 45727, 45758, 49544, 49981, 50113, 47447, 51873, 53356, 60893, 55410, 55644, 55818, 55836, 45899, 56040, 56041, 56046, 136188, 200738, 205766, 207375, 207996, 209453, 211786, 262459, 264642, 266768, 397423, 199752, 199274, 63410, 63835, 131445, 133798, 134238, 134771, 136959, 147049, 199244, 44974, 8422, 9121, 9002, 8943, 8781, 8697, 8560, 8342, 13030, 7922, 6805, 6762, 6718, 6697, 9299, 9312, 9381, 12849, 12360, 12306, 10474, 9924, 9829, 9824, 9808, 9534, 9500, 5606, 5432, 3214, 2527, 1955, 1930, 1680, 1547, 1299, 1257, 906, 852, 812, 701, 680, 2860, 3292, 4837, 3303, 4835, 4812, 4811, 4808, 4788, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 12874, 13285, 30798, 30781, 29789, 29413, 29075, 13999, 28890, 28573, 27947, 34665, 44066, 43766, 42846, 42487, 40630, 174, 38266, 38255, 35826, 24961, 17185, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 17378, 17501, 24547, 24444, 24400, 24309, 24203, 23724, 22822, 22697, 21575, 20853, 20473, 18001, 398565]"
Phone Provider,168,26329,0.006381,9.672119,83.32871523521422,0.116072,[395839]
Other,27,26329,0.001026,2.0002440000000004,83.32871523521422,0.024003000000000003,"[199925, 46997, 205212, 209114, 200351, 45090, 40994, 25148]"
Hosting and Cloud Provider,6554,26329,0.248929,1.000307,83.32871523521422,0.012003999999999999,"[53667, 13213, 13335, 262287, 16509, 40676, 49542, 54455, 48635, 200487, 202505, 204490, 213192, 395747, 135967, 6233, 35470, 16276, 14340]"
Software Development,2793,26329,0.10608100000000001,0.12908599999999998,83.32871523521422,0.001549,"[36492, 45027, 200866, 58466, 59504, 47583, 205125, 209622, 63949, 25923, 25532, 34762, 39122, 36351, 17428]"
Online Music and Video Streaming Services,9402,26329,0.357097,0.004119000000000001,83.32871523521422,4.899999999999999e-05,"[396982, 60068, 20940, 43614, 25019, 21342]"
Online Informational Content,15,26329,0.00057,9.8e-05,83.32871523521422,1e-06,[149485]
"Military, Defense, National Security, and International Affairs",37,26329,0.0014060000000000001,1.5e-05,83.32871523521422,0.0,"[19969, 397224, 397226, 397232, 62571]"
"Law, Business, and Consulting Services",43,26329,0.0016330000000000001,1.5e-05,83.32871523521422,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",14,26329,0.000532,8e-06,83.32871523521422,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,279,26329,0.010598,5e-06,83.32871523521422,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Law Enforcement, Public Safety, and Justice",3,26329,0.000114,0.0,83.32871523521422,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,26329,3.8e-05,0.0,83.32871523521422,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,26329,0.000152,0.0,83.32871523521422,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,26329,0.00019,0.0,83.32871523521422,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,26329,0.000228,0.0,83.32871523521422,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,26329,0.000228,0.0,83.32871523521422,0.0,"[210079, 211309, 16345]"
