category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42.0,26679.0,0.0015742718992465985,0.0,89.43012423551514,0.0
Community Groups and Nonprofits,18.0,31058.0,0.0005795608216884538,0.0006410000000000001,1485.9140420082852,4.3138430748905056e-07
Computer and Information Technology,18637.0,31058.0,0.6000708352115397,311.594899,1485.9140420082852,0.2096991415323489
Construction and Real Estate,37.0,31058.0,0.0011913194668040441,4.104553000000001,1485.9140420082852,0.0027623085077333933
Education and Research,86.0,31058.0,0.002769012814733724,35.0149,1485.9140420082852,0.023564552867860147
Finance and Insurance,20.0,31058.0,0.0006439564685427265,18.000015,1485.9140420082852,0.012113765999325307
"Freight, Shipment, and Postal Services",18.0,31058.0,0.0005795608216884538,2.000046,1485.9140420082852,0.0013460038356571695
Government and Public Administration,45.0,26679.0,0.001686719892049927,1.5e-05,89.43012423551514,1.677287170092412e-07
Health Care Services,12.0,31058.0,0.0003863738811256359,0.00061,1485.9140420082852,4.105217278756955e-07
Manufacturing,5.0,4379.0,0.0011418131993605847,4.000015,1396.48391777277,0.00286434734341915
"Media, Publishing, and Broadcasting",9663.0,31058.0,0.3111275677764183,1.1763839999999997,1485.9140420082852,0.0007916904792218394
"Museums, Libraries, and Entertainment",6.0,26679.0,0.0002248959856066569,0.0,89.43012423551514,0.0
None,357.0,31058.0,0.011494622963487668,102.01256900000001,1485.9140420082852,0.06865307555888298
Other,40.0,31058.0,0.001287912937085453,1.0005969999999997,1485.9140420082852,0.0006733882120446511
"Retail Stores, Wholesale, and E-commerce Sites",1892.0,31058.0,0.06091828192414193,0.003968,1485.9140420082852,2.6704101905094422e-06
Service,179.0,31058.0,0.005763410393457402,1004.004821,1485.9140420082852,0.6756816293646695
Travel and Accommodation,1.0,4379.0,0.00022836263987211693,1.0,1396.48391777277,0.000716084150539223
