category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,134,4379,0.030598,1004.0048059999999,1396.48391777277,0.718951,"[397165, 47596, 209242, 200081, 61178, 400519, 15967, 205989, 201633, 131662]"
Computer and Information Technology,3844,4379,0.877806,268.169783,1396.48391777277,0.19202500000000003,"[396356, 44812, 210107, 396319, 20473, 30633, 1239, 59504, 62240, 49581, 51837, 49542, 61317, 60781, 62217, 51659, 204490, 7018, 207990, 213220, 3175, 208626, 29182, 48108, 206873, 198571, 210499, 212477, 49392, 212521, 56534, 22773, 58061, 50902, 54113, 50113, 199669, 266732, 202235, 200373, 64080, 196968, 196733, 150445, 150347, 60703, 135605, 209146, 36992, 43260, 41108, 28753, 43317, 396113, 396362, 30721, 15317, 47447, 25145, 53667, 6939, 45609, 16509, 36183, 174, 13335, 38732, 53356, 202528, 58057, 202990, 33480, 28573, 36791, 36492, 9009, 15133, 19551, 50867, 40509, 200866, 199974, 136620, 47583, 16724, 203314, 263110, 32931, 20446, 41378, 20253, 212238, 46562, 40676, 60539, 949, 56758, 207021, 208685, 1921, 14153, 62874, 205544, 37963, 48254, 140810, 13213, 59711, 201178, 198412, 211759, 394923, 210937, 209181, 61323, 6369, 25923, 30081, 30811, 43357, 47720, 51430, 52041, 55081, 200393, 63213, 201029, 400797, 197433, 141039, 139693, 133480, 16625, 6762, 4788, 4761, 4657, 58453]"
None,280,4379,0.06393800000000002,90.01251100000002,1396.48391777277,0.064457,"[204916, 198231, 210695, 202888, 210852, 42692, 131910, 199614, 147057, 271991, 210842, 151814, 199186, 197730, 200021, 202911, 151407, 201217, 33760, 197606, 197919, 216435, 211051, 399358, 216452, 54197, 203283, 202662]"
Finance and Insurance,19,4379,0.004339,18.000015,1396.48391777277,0.012889,"[209968, 60389, 51126, 201836]"
Education and Research,21,4379,0.004794,5.014892,1396.48391777277,0.003591,"[209641, 56434, 4538, 270410, 141173, 60310, 206981]"
Manufacturing,5,4379,0.001141,4.000015,1396.48391777277,0.0028640000000000002,"[44477, 51259, 23145]"
Construction and Real Estate,29,4379,0.006622,2.1045530000000006,1396.48391777277,0.0015069999999999999,"[52042, 399558, 199925, 151338, 39900]"
"Freight, Shipment, and Postal Services",5,4379,0.001142,2.000046,1396.48391777277,0.001432,"[56849, 205157]"
"Media, Publishing, and Broadcasting",19,4379,0.004339,1.1721649999999997,1396.48391777277,0.0008399999999999999,"[211027, 33905, 61112, 199465, 398668, 206843]"
Other,11,4379,0.002512,1.0001539999999998,1396.48391777277,0.000716,"[141444, 50069, 40138, 38008]"
Travel and Accommodation,1,4379,0.000228,1.0,1396.48391777277,0.000716,[133375]
"Retail Stores, Wholesale, and E-commerce Sites",5,4379,0.001141,0.003967000000000001,1396.48391777277,3e-06,"[205987, 201572, 207487, 58339]"
Community Groups and Nonprofits,4,4379,0.000914,0.000519,1396.48391777277,0.0,"[205212, 398962]"
Health Care Services,2,4379,0.000457,0.000488,1396.48391777277,0.0,[46997]
