org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4393,0.014113,992.0,1397.546616077423,0.709815,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",100,4393,0.022763,64.375,1397.546616077423,0.046063,[204916],['TH'],['None'],['None']
Latitude.sh,2,4393,0.000455,32.0,1397.546616077423,0.022897,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,29,4393,0.006601,29.0,1397.546616077423,0.020751,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,24,4393,0.005463,24.0,1397.546616077423,0.017173,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,4393,0.004324,19.0,1397.546616077423,0.013595,"[209968, 56849, 52042, 51126]",['PT'],"['Finance and Insurance' 'Freight, Shipment, and Postal Services'
 'Construction and Real Estate']","['Investment, Portfolio Management, Pensions and Funds' 'Other'
 'Buildings (Residential or Commercial)']"
Oxylabs,1,4393,0.000228,16.0,1397.546616077423,0.011449,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",16,4393,0.003642,13.000046,1397.546616077423,0.009302,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",14,4393,0.0031869999999999997,13.000015,1397.546616077423,0.009302,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Sprint,10,4393,0.002276,10.0,1397.546616077423,0.007155,[1239],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4393,0.002732,9.1875,1397.546616077423,0.006574,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Clouvider Limited,31,4393,0.007057,9.000565,1397.546616077423,0.00644,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4393,0.002048,9.0,1397.546616077423,0.00644,"[210695, 210852]",['RU'],['None'],['None']
SIXNET OPERATION LTD,9,4393,0.002049,8.003906,1397.546616077423,0.005727,[198231],['GB'],['None'],['None']
IT Express Ltd.,9,4393,0.002049,7.000031,1397.546616077423,0.005009,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
Ferdinand Zink trading as Tube-Hosting,7,4393,0.001593,7.0,1397.546616077423,0.005009,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LLC Baxet,8,4393,0.001822,6.000031,1397.546616077423,0.004293,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
ArtPlanet LLC,6,4393,0.001366,6.0,1397.546616077423,0.004293,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Netex Limited,6,4393,0.001366,6.0,1397.546616077423,0.004293,[51837],['HK'],['Computer and Information Technology'],['Software Development']
Hivelocity Inc,14,4393,0.003187,5.012955,1397.546616077423,0.003587,[61317],['US'],['Computer and Information Technology'],['None']
LeaseWeb Netherlands B.V.,5,4393,0.001138,5.0,1397.546616077423,0.003578,[60781],['NL'],['Computer and Information Technology'],['None']
Vinters IT Ltd,9,4393,0.002049,4.000763,1397.546616077423,0.002863,[62217],['GB'],['Computer and Information Technology'],['None']
"AT&T Services, Inc.",4,4393,0.000911,4.0,1397.546616077423,0.002862,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kontel LLC,4,4393,0.000911,4.0,1397.546616077423,0.002862,[204490],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
HostRoyale Technologies Pvt Ltd,4,4393,0.000911,4.0,1397.546616077423,0.002862,[207990],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,4,4393,0.000911,4.0,1397.546616077423,0.002863,"[198571, 200373]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
