category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",43.0,31351.0,0.0013715670951484802,16.0,3216.094661206226,0.004974977942346713
Community Groups and Nonprofits,22.0,31351.0,0.0007017320021689899,0.067077,3216.094661206226,2.0856662214924404e-05
Computer and Information Technology,18991.0,31351.0,0.6057542024177858,1699.8317930000003,3216.094661206226,0.5285391047421666
Construction and Real Estate,50.0,31351.0,0.0015948454594749768,20.116408000000003,3216.094661206226,0.006254917879952936
Education and Research,97.0,31351.0,0.0030940001913814554,68.018912,3216.094661206226,0.021149536678901383
Finance and Insurance,25.0,31351.0,0.0007974227297374884,38.000015,3216.094661206226,0.011815577277115264
"Freight, Shipment, and Postal Services",20.0,31351.0,0.0006379381837899907,2.0039670000000003,3216.094661206226,0.0006231057263869198
Government and Public Administration,45.0,26329.0,0.0017091420107106232,1.5e-05,83.32871523521422,1.8000997564475936e-07
Health Care Services,13.0,31351.0,0.00041465981946349397,0.00061,3216.094661206226,1.8967103405196843e-07
Manufacturing,17.0,5022.0,0.0033851055356431702,53.18782,3132.765945971012,0.01697791054847356
"Media, Publishing, and Broadcasting",9472.0,31351.0,0.3021275238429396,18.375965,3216.094661206226,0.005713751284020951
"Museums, Libraries, and Entertainment",6.0,26329.0,0.0002278856014280831,0.0,83.32871523521422,0.0
None,400.0,31351.0,0.012758763675799815,205.48201799999998,3216.094661206226,0.06389178169368064
Other,42.0,31351.0,0.0013396701859589805,1.000627,3216.094661206226,0.0003111310783447852
"Retail Stores, Wholesale, and E-commerce Sites",1897.0,31351.0,0.060508436732480624,16.004059,3216.094661206226,0.004976240032063463
Service,208.0,31351.0,0.0066345571114159035,1074.0053550000005,3216.094661206226,0.33394705944295333
Travel and Accommodation,1.0,5022.0,0.00019912385503783353,1.0,3132.765945971012,0.0003192067384689495
Utilities (Excluding Internet Service),2.0,5022.0,0.00039824771007566706,2.0,3132.765945971012,0.000638413476937899
