org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4379,0.014158,992.0,1396.48391777277,0.710355,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",99,4379,0.022608,64.3125,1396.48391777277,0.046053,[204916],['TH'],['None'],['None']
Latitude.sh,2,4379,0.000457,32.0,1396.48391777277,0.022915,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,29,4379,0.006623,29.0,1396.48391777277,0.020766,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,24,4379,0.005481,24.0,1396.48391777277,0.017186,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,4379,0.00434,19.0,1396.48391777277,0.013604999999999997,"[209968, 51126, 52042, 56849]",['PT'],"['Finance and Insurance' 'Construction and Real Estate'
 'Freight, Shipment, and Postal Services']","['Investment, Portfolio Management, Pensions and Funds'
 'Buildings (Residential or Commercial)' 'Other']"
Oxylabs,1,4379,0.000228,16.0,1396.48391777277,0.011457,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",17,4379,0.003882,13.000061,1396.48391777277,0.009309,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",14,4379,0.0031969999999999998,13.000015,1396.48391777277,0.009309,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Sprint,10,4379,0.002284,10.0,1396.48391777277,0.007161,[1239],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4379,0.00274,9.1875,1396.48391777277,0.006579,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Clouvider Limited,31,4379,0.007079,9.000565,1396.48391777277,0.006445,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4379,0.002056,9.0,1396.48391777277,0.006445,"[210695, 210852]",['RU'],['None'],['None']
SIXNET OPERATION LTD,8,4379,0.001827,8.0,1396.48391777277,0.005729,[198231],['GB'],['None'],['None']
IT Express Ltd.,9,4379,0.002055,7.000031,1396.48391777277,0.005013,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
Ferdinand Zink trading as Tube-Hosting,7,4379,0.001599,7.0,1396.48391777277,0.005013,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LLC Baxet,8,4379,0.001826,6.000031,1396.48391777277,0.0042959999999999995,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Netex Limited,6,4379,0.00137,6.0,1396.48391777277,0.004297,[51837],['HK'],['Computer and Information Technology'],['Software Development']
ArtPlanet LLC,6,4379,0.00137,6.0,1396.48391777277,0.004297,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Hivelocity Inc,14,4379,0.003197,5.012955,1396.48391777277,0.00359,[61317],['US'],['Computer and Information Technology'],['None']
LeaseWeb Netherlands B.V.,5,4379,0.001142,5.0,1396.48391777277,0.00358,[60781],['NL'],['Computer and Information Technology'],['None']
Vinters IT Ltd,9,4379,0.002055,4.000763,1396.48391777277,0.002865,[62217],['GB'],['Computer and Information Technology'],['None']
Kontel LLC,4,4379,0.000913,4.0,1396.48391777277,0.002864,[204490],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
3xK Tech GmbH,4,4379,0.000913,4.0,1396.48391777277,0.0028640000000000002,"[198571, 200373]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
HostRoyale Technologies Pvt Ltd,4,4379,0.000913,4.0,1396.48391777277,0.002864,[207990],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"AT&T Services, Inc.",4,4379,0.000913,4.0,1396.48391777277,0.002864,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Cloudflare London, LLC",16,4379,0.003654,3.000198,1396.48391777277,0.002148,[209242],['US'],['Service'],"['Law, Business, and Consulting Services']"
Delta Ltd,7,4379,0.001599,3.000061,1396.48391777277,0.002148,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Citytelecom LLC,3,4379,0.000685,3.0,1396.48391777277,0.002148,[3175],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
STARK INDUSTRIES SOLUTIONS LTD,3,4379,0.000685,3.0,1396.48391777277,0.002148,[44477],['GB'],['Manufacturing'],"['Metal, Glass, Wood, and Paper Manufacturing']"
Sole trader Malkov Dmitrii Vladimirovich,3,4379,0.000685,3.0,1396.48391777277,0.002148,[48108],['RU'],['Computer and Information Technology'],['None']
GalaxyStar LLC,3,4379,0.000685,3.0,1396.48391777277,0.002148,[206873],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
I-SERVERS LTD,3,4379,0.000685,3.0,1396.48391777277,0.002148,[209641],['GB'],['Education and Research'],['None']
RoyaleHosting BV,3,4379,0.000685,3.0,1396.48391777277,0.002148,[212477],['NL'],['Computer and Information Technology'],['None']
JSC IOT,3,4379,0.000685,3.0,1396.48391777277,0.002148,[29182],['RU'],['Computer and Information Technology'],['None']
Manir LLC,3,4379,0.000685,3.0,1396.48391777277,0.002148,[60389],['RU'],['Finance and Insurance'],"['Banks, Credit Card Companies, Mortgage Providers']"
Al Asmary Abdullah Ibrahim A,3,4379,0.000685,3.0,1396.48391777277,0.002148,[210499],['SA'],['Computer and Information Technology'],['Software Development']
ServTech LTD,3,4379,0.000685,3.0,1396.48391777277,0.002148,[208626],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
UPSTREAM NETWORK LTD,3,4379,0.000685,2.000015,1396.48391777277,0.001432,[202888],['GB'],['None'],['None']
Malkov D.V.,3,4379,0.000685,2.000015,1396.48391777277,0.001432,[212521],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Comfortel Ltd.,3,4379,0.000685,2.000015,1396.48391777277,0.001432,[56534],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Cox Communications Inc.,2,4379,0.000457,2.0,1396.48391777277,0.001432,[22773],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
DNS0.EU A.D.,2,4379,0.000457,2.0,1396.48391777277,0.001432,[50902],['FR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Scalaxy B.V.,2,4379,0.000457,2.0,1396.48391777277,0.001432,[58061],['LV'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Overweb Srl,2,4379,0.000457,2.0,1396.48391777277,0.001432,[42692],['IT'],['None'],['None']
"Fastly, Inc.",140,4379,0.031971,1.439743,1396.48391777277,0.001031,[54113],['US'],['Computer and Information Technology'],['Software Development']
Perfect Cloud Technologies LLC,3,4379,0.000685,1.125,1396.48391777277,0.000806,[211027],['RU'],"['Media, Publishing, and Broadcasting']",['Other']
NTX Technologies s.r.o.,2,4379,0.000457,1.000015,1396.48391777277,0.000716,[50113],['CZ'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Planisware Singapore Pte. Ltd,1,4379,0.000228,1.0,1396.48391777277,0.000716,[150347],['SG'],['Computer and Information Technology'],['Software Development']
MULTIDIST SARL,1,4379,0.000228,1.0,1396.48391777277,0.000716,[60703],['FR'],['Computer and Information Technology'],['Software Development']
Fiberocity Ltd,1,4379,0.000228,1.0,1396.48391777277,0.000716,[199614],['GB'],['None'],['None']
First Root UG (haftungsbeschraenkt),1,4379,0.000228,1.0,1396.48391777277,0.000716,[41108],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Leaseweb Deutschland GmbH,1,4379,0.000228,1.0,1396.48391777277,0.000716,[28753],['DE'],['Computer and Information Technology'],['None']
23M GmbH,1,4379,0.000228,1.0,1396.48391777277,0.000716,[47447],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SatGate LLC,1,4379,0.000228,1.0,1396.48391777277,0.000716,[30721],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Getechbrothers,1,4379,0.000228,1.0,1396.48391777277,0.000716,[150445],['LT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
RODRIGUEZ PEDRO ALBERTO JUAN,1,4379,0.000228,1.0,1396.48391777277,0.000716,[271991],['AR'],['None'],['None']
Ilm-Provider UG (haftungsbeschraenkt),1,4379,0.000228,1.0,1396.48391777277,0.000716,[196968],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
FIBERTEL PERU S.A.,1,4379,0.000228,1.0,1396.48391777277,0.000716,[266732],['PE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Modesco LLC,1,4379,0.000228,1.0,1396.48391777277,0.000716,[56434],['RU'],['Education and Research'],['Elementary and Secondary Schools']
SYN LTD,1,4379,0.000228,1.0,1396.48391777277,0.000716,[64080],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SORACOM. INC.,1,4379,0.000228,1.0,1396.48391777277,0.000716,[131910],['JP'],['None'],['None']
SIA VEESP,1,4379,0.000228,1.0,1396.48391777277,0.000716,[43317],['LV'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
MRGROUP INVESTMENTS LIMITED,1,4379,0.000228,1.0,1396.48391777277,0.000716,[61178],['CY'],['Service'],"['Law, Business, and Consulting Services']"
Eskisehir Bilisim Iletisim San. ve Tic. A.S.,1,4379,0.000228,1.0,1396.48391777277,0.000716,[196733],['TR'],['Computer and Information Technology'],['None']
DGN TEKNOLOJI A.S.,1,4379,0.000228,1.0,1396.48391777277,0.000716,[43260],['TR'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Wicked Networks Limited,1,4379,0.000228,1.0,1396.48391777277,0.000716,[141444],['HK'],['Other'],['None']
Arcus Novus UAB,1,4379,0.000228,1.0,1396.48391777277,0.000716,[51259],['LT'],['Manufacturing'],['Electronics and Computer Components']
Okay-Telecom Ltd.,1,4379,0.000228,1.0,1396.48391777277,0.000716,[199669],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
UK On-line Agri-sales Limited,1,4379,0.000228,1.0,1396.48391777277,0.000716,[202235],['GB'],['Computer and Information Technology'],['None']
BAI Communications Inc.,1,4379,0.000228,1.0,1396.48391777277,0.000716,[396113],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"CHUAN KAI INTERNATIONAL CO., LTD",1,4379,0.000228,1.0,1396.48391777277,0.000716,[133375],['TW'],['Travel and Accommodation'],['Other']
China Education and Research Network Center,1,4379,0.000228,1.0,1396.48391777277,0.000716,[4538],['CN'],['Education and Research'],"['Colleges, Universities, and Professional Schools']"
Netversor GmbH,1,4379,0.000228,1.0,1396.48391777277,0.000716,[200081],['DE'],['Service'],"['Law, Business, and Consulting Services']"
hosTELyon SAS,1,4379,0.000228,1.0,1396.48391777277,0.000716,[209146],['FR'],['Computer and Information Technology'],['None']
TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,1,4379,0.000228,1.0,1396.48391777277,0.000716,[25145],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
MOACK.Co.LTD,1,4379,0.000228,1.0,1396.48391777277,0.000716,[135605],['KR'],['Computer and Information Technology'],['None']
DNT Solutions,1,4379,0.000228,1.0,1396.48391777277,0.000716,[147057],['PK'],['None'],['None']
ETISALAT MISR,1,4379,0.000228,1.0,1396.48391777277,0.000716,[36992],['EG'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Serverel Inc.,1,4379,0.000228,1.0,1396.48391777277,0.000716,[15317],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Rohmad Kumiadin,125,4379,0.028545,0.601807,1396.48391777277,0.000431,[210842],['ID'],['None'],['None']
FranTech Solutions,5,4379,0.001142,0.3125,1396.48391777277,0.000224,[53667],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Differ Communications Limited,1,4379,0.000228,0.0625,1396.48391777277,4.5e-05,[399558],['CA'],['Construction and Real Estate'],['None']
Hurricane Electric LLC,1,4379,0.000228,0.0625,1396.48391777277,4.5e-05,[6939],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Baoshuo Network,1,4379,0.000228,0.0625,1396.48391777277,4.5e-05,[151814],['CN'],['None'],['None']
Bharti Airtel Limited,165,4379,0.03768,0.039597,1396.48391777277,2.8e-05,[45609],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Akamai International B.V.,10,4379,0.002284,0.039062,1396.48391777277,2.8e-05,[33905],['NL'],"['Media, Publishing, and Broadcasting']",['Online Music and Video Streaming Services']
Phan Nhat Nghi,9,4379,0.002055,0.035156,1396.48391777277,2.5e-05,[199925],['VG'],['Construction and Real Estate'],['Other']
"Amazon.com, Inc.",1194,4379,0.272665,0.020508,1396.48391777277,1.5e-05,[16509],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Akamai Technologies, Inc.",1141,4379,0.260561,0.017395,1396.48391777277,1.2e-05,"[36183, 16625]",['US'],['Computer and Information Technology'],['Computer and Network Security']
Cogent Communications,6,4379,0.00137,0.015656,1396.48391777277,1.1e-05,[174],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
