as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name
38,3,26610,0.00011273957158962796,0.0,87.328496,0.0,[['UniversityofIllinois']]
174,9,31003,0.00029029448763022935,0.015656,1481.9426780000001,1.0564511186849023e-05,[['CogentCommunications']]
513,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['CERN-EuropeanOrganizationforNuclearResearch']]
577,30,26610,0.0011273957158962795,8e-06,87.328496,9.160812754636241e-08,[['BellCanada']]
680,3,26610,0.00011273957158962796,0.0,87.328496,0.0,[['VereinzurFoerderungeinesDeutschenForschungsnetzese.V.']]
701,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['VerizonBusiness']]
812,40,26610,0.001503194287861706,0.0,87.328496,0.0,[['RogersCommunicationsCanadaInc.']]
835,1,26610,3.757985719654265e-05,1.5e-05,87.328496,1.7176523914942953e-07,[['GoCodeITInc']]
852,25,26610,0.0009394964299135663,0.0,87.328496,0.0,[['TELUSCommunicationsInc.']]
906,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['DMITCloudServices']]
949,6,4393,0.0013658092419758707,9.2e-05,1394.614182,6.59680657112377e-08,[['xTom']]
1221,40,26610,0.001503194287861706,0.0,87.328496,0.0,[['TelstraCorporationLimited']]
1239,2,4393,0.00045526974732529026,2.0,1394.614182,0.0014340883850269062,[['Sprint']]
1257,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['Tele2SverigeAB']]
1299,73,26610,0.002743329575347614,0.0,87.328496,0.0,[['ArelionSwedenAB']]
1547,10,26610,0.0003757985719654265,0.0,87.328496,0.0,"[['Societateamixtapeactiunidetipinchis""Interdnestrcom""']]"
1659,10,26610,0.0003757985719654265,8e-06,87.328496,9.160812754636241e-08,[['NationalChungHsingUniversity']]
1680,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['CellcomFixedLineCommunicationL.P']]
1921,2,4393,0.00045526974732529026,3.1e-05,1394.614182,2.222836996791705e-08,[['ipcomGmbH']]
1930,17,26610,0.0006388575723412251,0.0,87.328496,0.0,"[['FundacaoparaaCienciaeaTecnologia', 'I.P.']]"
1955,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['KIFU(GovernmentalInfoTechDevelopmentAgency)']]
2497,4,26610,0.0001503194287861706,0.0,87.328496,0.0,[['InternetInitiativeJapanInc.']]
2527,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['SonyNetworkCommunicationsInc.']]
2860,11,26610,0.0004133784291619692,0.0,87.328496,0.0,"[['NOSCOMUNICACOES', 'S.A.']]"
3175,3,4393,0.0006829046209879354,3.0,1394.614182,0.0021511325775403593,[['CitytelecomLLC']]
3214,3,26610,0.00011273957158962796,0.0,87.328496,0.0,[['xTomGmbH']]
3292,3,26610,0.00011273957158962796,0.0,87.328496,0.0,[['TDCHoldingA/S']]
3303,15,26610,0.0005636978579481398,0.0,87.328496,0.0,[['Swisscom(Schweiz)AG']]
3320,2,26610,7.51597143930853e-05,0.0,87.328496,0.0,[['DeutscheTelekomAG']]
3389,13,26610,0.0004885381435550545,0.0,87.328496,0.0,[['FordMotorCompany']]
3462,3,26610,0.00011273957158962796,0.0,87.328496,0.0,"[['ChunghwaTelecomCo.', 'Ltd.']]"
3741,9,26610,0.0003382187147688839,0.0,87.328496,0.0,[['DimensionData']]
4134,14,26610,0.0005261180007515971,0.0,87.328496,0.0,"[['No.31', 'Jin-rongStreet']]"
4230,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['CLAROS.A.']]
4538,2,31003,6.450988614005096e-05,1.0,1481.9426780000001,0.0006747899327317976,[['ChinaEducationandResearchNetworkCenter']]
4637,8,26610,0.0003006388575723412,0.0,87.328496,0.0,[['TelstraInternationalLimited']]
4651,19,26610,0.0007140172867343104,0.0,87.328496,0.0,[['CATTelecomPublicCompanyLimited']]
4657,19,31003,0.0006128439183304841,0.0,1481.9426780000001,0.0,[['StarhubLtd.']]
4761,2,4393,0.00045526974732529026,0.0,1394.614182,0.0,[['PT.INDOSATTbk']]
4788,13,31003,0.00041931425991033127,0.0,1481.9426780000001,0.0,[['TMTECHNOLOGYSERVICESSDNBHD']]
4808,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['ChinaUnicom']]
4811,2,26610,7.51597143930853e-05,0.0,87.328496,0.0,[['ChinaTelecom(Group)']]
4812,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['ChinaTelecom(Group)']]
4835,2,26610,7.51597143930853e-05,0.0,87.328496,0.0,[['ChinaTelecom(Group)']]
4837,38,26610,0.0014280345734686208,0.0,87.328496,0.0,[['CHINAUNICOMIndustrialInternetBackbone']]
5410,59,26610,0.0022172115745960163,8e-06,87.328496,9.160812754636241e-08,[['BouyguesTelecomSA']]
5432,31,26610,0.0011649755730928223,0.0,87.328496,0.0,[['ProximusNV']]
5606,31,26610,0.0011649755730928223,0.0,87.328496,0.0,[['GTSTelecomSRL']]
6233,3,26610,0.00011273957158962796,0.0,87.328496,0.0,[['xTom']]
6315,1,26610,3.757985719654265e-05,1.5e-05,87.328496,1.7176523914942953e-07,"[['XMission', 'L.C.']]"
6369,1,4393,0.00022763487366264513,1.5e-05,1394.614182,1.0755662887701797e-08,[['NetrunnerInc']]
6697,33,26610,0.0012401352874859075,0.0,87.328496,0.0,[['RepublicanUnitaryTelecommunicationEnterpriseBeltelecom']]
6718,2,26610,7.51597143930853e-05,0.0,87.328496,0.0,[['NAVCOMMUNICATIONSSRL']]
6724,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['StratoAG']]
6762,65,31003,0.0020965712995516562,0.0,1481.9426780000001,0.0,[['TELECOMITALIASPARKLES.p.A.']]
6805,115,26610,0.004321683577602405,0.0,87.328496,0.0,[['TelefonicaGermanyGmbH&Co.OHG']]
6939,608,31003,0.01961100538657549,0.062532,1481.9426780000001,4.219596407358477e-05,[['HurricaneElectricLLC']]
7018,4,4393,0.0009105394946505805,4.0,1394.614182,0.0028681767700538124,"[['AT&TServices', 'Inc.']]"
7679,15,26610,0.0005636978579481398,0.0,87.328496,0.0,"[['QTnet', 'Inc.']]"
7922,58,26610,0.002179631717399474,0.0,87.328496,0.0,"[['ComcastCableCommunications', 'LLC']]"
8100,9,26610,0.0003382187147688839,5e-06,87.328496,5.725507971647651e-08,[['QuadraNetEnterprisesLLC']]
8342,8,26610,0.0003006388575723412,0.0,87.328496,0.0,[['JSCRTComm.RU']]
8422,61,26610,0.002292371288989102,0.0,87.328496,0.0,[['NetCologneGesellschaftfurTelekommunikationmbH']]
8560,3,26610,0.00011273957158962796,0.0,87.328496,0.0,[['IONOSSE']]
8697,13,26610,0.0004885381435550545,0.0,87.328496,0.0,[['JordanTelecommunicationsPSC']]
8772,7,4393,0.0015934441156385158,0.067627,1394.614182,4.84915476071073e-05,[['NetAssistLLC']]
8781,14,26610,0.0005261180007515971,0.0,87.328496,0.0,[['OoredooQ.S.C.']]
8888,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['xTomPtyLtd']]
8943,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['JumpNetworksLtd']]
9002,58,26610,0.002179631717399474,0.0,87.328496,0.0,[['RETNLimited']]
9009,202,31003,0.006515498500145147,0.002516,1481.9426780000001,1.6977714707532026e-06,[['M247EuropeSRL']]
9121,3,26610,0.00011273957158962796,0.0,87.328496,0.0,[['TurkTelekomunikasyonAnonimSirketi']]
9312,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,[['xTomHongKongLimited']]
9354,2,26610,7.51597143930853e-05,0.0,87.328496,0.0,[['COMMUNITYNETWORKCENTERINCORPORATED.']]
9381,20,26610,0.000751597143930853,0.0,87.328496,0.0,[['HKBNEnterpriseSolutionsHKLimited']]
9498,44,26610,0.0016535137166478768,1e-06,87.328496,1.1451015943295301e-08,[['BhartiAirtelLimited']]
9500,31,26610,0.0011649755730928223,0.0,87.328496,0.0,[['OneNewZealandGroupLimited']]
9534,14,26610,0.0005261180007515971,0.0,87.328496,0.0,[['MaxisBroadbandSdnBhd']]
9605,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,"[['NTTDOCOMO', 'INC.']]"
9806,7,26610,0.00026305900037579857,0.0,87.328496,0.0,"[['BeijingEducationalInformationNetworkServiceCenterCo.', 'Ltd']]"
9808,11,26610,0.0004133784291619692,0.0,87.328496,0.0,[['ChinaMobile']]
9824,1,26610,3.757985719654265e-05,0.0,87.328496,0.0,"[['JCOMCo.', 'Ltd.']]"
9829,40,26610,0.001503194287861706,0.0,87.328496,0.0,[['BharatSancharNigamLtd']]
9924,26,26610,0.000977076287110109,0.0,87.328496,0.0,"[['TaiwanFixedNetwork', 'TelcoandNetworkServiceProvider.']]"
