org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4393,0.014113,992.0,1394.6141819953918,0.711308,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",101,4393,0.022991,65.375,1394.6141819953918,0.046877,[204916],['TH'],['None'],['None']
Latitude.sh,2,4393,0.000455,32.0,1394.6141819953918,0.022945,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,29,4393,0.006601,29.0,1394.6141819953918,0.020794,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,24,4393,0.005463,24.0,1394.6141819953918,0.017209,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,4393,0.004324,19.0,1394.6141819953918,0.013623999999999999,"[209968, 51126, 52042, 56849]",['PT'],"['Finance and Insurance' 'Construction and Real Estate'
 'Freight, Shipment, and Postal Services']","['Investment, Portfolio Management, Pensions and Funds'
 'Buildings (Residential or Commercial)' 'Other']"
Oxylabs,1,4393,0.000228,16.0,1394.6141819953918,0.011473,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",15,4393,0.003415,14.000015,1394.6141819953918,0.010039000000000001,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",16,4393,0.003642,13.000046,1394.6141819953918,0.009322,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,12,4393,0.002732,12.0,1394.6141819953918,0.008604,"[200373, 198571]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4393,0.002732,9.1875,1394.6141819953918,0.006588,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Clouvider Limited,31,4393,0.007057,9.000565,1394.6141819953918,0.006454,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4393,0.002048,9.0,1394.6141819953918,0.006453,"[210695, 210852]",['RU'],['None'],['None']
SIXNET OPERATION LTD,8,4393,0.001821,8.0,1394.6141819953918,0.005736,[198231],['GB'],['None'],['None']
IT Express Ltd.,9,4393,0.002049,7.000031,1394.6141819953918,0.005019,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
Ferdinand Zink trading as Tube-Hosting,7,4393,0.001593,7.0,1394.6141819953918,0.005019,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LLC Baxet,7,4393,0.001594,6.000014999999999,1394.6141819953918,0.004302,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Netex Limited,6,4393,0.001366,6.0,1394.6141819953918,0.004302,[51837],['HK'],['Computer and Information Technology'],['Software Development']
ArtPlanet LLC,6,4393,0.001366,6.0,1394.6141819953918,0.004302,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Hivelocity Inc,14,4393,0.003187,5.012955,1394.6141819953918,0.003595,[61317],['US'],['Computer and Information Technology'],['None']
LeaseWeb Netherlands B.V.,5,4393,0.001138,5.0,1394.6141819953918,0.003585,[60781],['NL'],['Computer and Information Technology'],['None']
Vinters IT Ltd,9,4393,0.002049,4.000763,1394.6141819953918,0.002869,[62217],['GB'],['Computer and Information Technology'],['None']
HostRoyale Technologies Pvt Ltd,4,4393,0.000911,4.0,1394.6141819953918,0.002868,[207990],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kontel LLC,4,4393,0.000911,4.0,1394.6141819953918,0.002868,[204490],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"AT&T Services, Inc.",4,4393,0.000911,4.0,1394.6141819953918,0.002868,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Cloudflare London, LLC",16,4393,0.003642,3.000198,1394.6141819953918,0.002151,[209242],['US'],['Service'],"['Law, Business, and Consulting Services']"
Delta Ltd,6,4393,0.001366,3.000046,1394.6141819953918,0.002151,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Citytelecom LLC,3,4393,0.000683,3.0,1394.6141819953918,0.002151,[3175],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
I-SERVERS LTD,3,4393,0.000683,3.0,1394.6141819953918,0.002151,[209641],['GB'],['Education and Research'],['None']
