category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,14793,26679,0.5544199999999999,43.425116,89.43012423551514,0.485573,"[395839, 29182, 213220, 44812, 57043, 29014, 48261, 53667, 60781, 64267, 135981, 30721, 140810, 36492, 41405, 138652, 41378, 62874, 13213, 9009, 45609, 13335, 396356, 56630, 62217, 61317, 262287, 6939, 138997, 46841, 46562, 16509, 30633, 835, 12876, 56655, 212238, 45027, 8283, 30860, 200827, 54113, 51430, 33387, 6315, 268972, 51115, 55081, 5410, 577, 133480, 8100, 397373, 62282, 40676, 12167, 11990, 9498, 21859, 26527, 11878, 134094, 56046, 58057, 58453, 56040, 58466, 58487, 58541, 58542, 58777, 59437, 59504, 59605, 56041, 53356, 55990, 44974, 45090, 45474, 397423, 45727, 45758, 45899, 47447, 47583, 48635, 55836, 49542, 49544, 49981, 50113, 51468, 51873, 54455, 55644, 55818, 395747, 266768, 63835, 60294, 264642, 147049, 197695, 198066, 198068, 199244, 199274, 199752, 209622, 200487, 200738, 202505, 204490, 209453, 205125, 205544, 205766, 207375, 207996, 140903, 211786, 140716, 60893, 262459, 61323, 63410, 63949, 131445, 133798, 134238, 134756, 140061, 134771, 135967, 136188, 44901, 136959, 213192, 137443, 137697, 137702, 138421, 138915, 38365, 44066, 8560, 9299, 9121, 9002, 8943, 8888, 8781, 8697, 8422, 8342, 7922, 6805, 6762, 6724, 6718, 9312, 9381, 43766, 10474, 12859, 12849, 12360, 12306, 11019, 9929, 9500, 9924, 9829, 9824, 9808, 9806, 9534, 6697, 6233, 5606, 1547, 2860, 2527, 2519, 1955, 1930, 1680, 1299, 5432, 1257, 852, 812, 701, 680, 513, 3214, 3292, 3303, 3320, 4837, 4835, 4812, 4811, 4808, 4788, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 12874, 13030, 13285, 29097, 33438, 30798, 30781, 29789, 29413, 29222, 29075, 25454, 29066, 28890, 28573, 28075, 27947, 27823, 25923, 34665, 34762, 35470, 42846, 42487, 41357, 41000, 40630, 39122, 174, 38266, 38255, 36351, 35826, 25532, 25148, 13999, 15802, 17378, 17185, 16625, 16276, 15943, 15600, 24961, 15169, 15133, 15108, 14522, 14340, 14080, 17428, 17501, 18001, 24547, 24444, 24400, 24309, 24203, 23724, 22822, 22697, 21575, 21100, 20853, 20473, 19551, 398565]"
Education and Research,65,26679,0.0024360000000000002,30.000008,89.43012423551514,0.335457,"[209641, 1659, 200351, 204679, 4538, 24357]"
None,77,26679,0.002881,12.000058000000001,89.43012423551514,0.134184,"[197992, 210644, 204916, 197619, 216435, 202888, 41717, 140824, 149151, 149042, 197598, 210403, 197730, 200241, 216271, 9354, 7679, 9605, 2497, 33760, 38631, 17511]"
Construction and Real Estate,8,26679,0.00029899999999999995,2.0,89.43012423551514,0.022364,"[199925, 211309, 210079, 16345]"
"Media, Publishing, and Broadcasting",9644,26679,0.361481,0.0042190000000000005,89.43012423551514,4.7e-05,"[396982, 60068, 149485, 20940, 11426, 33363, 43614, 21342]"
Other,29,26679,0.001087,0.000443,89.43012423551514,5e-06,[397031]
Community Groups and Nonprofits,14,26679,0.000525,0.000122,89.43012423551514,1e-06,"[205212, 208492, 35492]"
Health Care Services,10,26679,0.00037499999999999995,0.000122,89.43012423551514,1e-06,"[46997, 38]"
Government and Public Administration,45,26679,0.001685,1.5e-05,89.43012423551514,0.0,"[19969, 397232, 397226, 397224, 62571, 134768, 15130]"
Service,45,26679,0.0016839999999999997,1.5e-05,89.43012423551514,0.0,"[205100, 210083, 131662, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",1887,26679,0.070729,1e-06,89.43012423551514,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42,26679,0.001574,0.0,89.43012423551514,0.0,[208058]
Finance and Insurance,1,26679,3.7e-05,0.0,89.43012423551514,0.0,[134762]
"Freight, Shipment, and Postal Services",13,26679,0.000487,0.0,89.43012423551514,0.0,[3389]
"Museums, Libraries, and Entertainment",6,26679,0.000224,0.0,89.43012423551514,0.0,"[131486, 137753]"
