org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,5225,0.011866,992.0,3608.2350623607635,0.274927,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
Falco ISP Services B.V.,8,5225,0.001531,128.0,3608.2350623607635,0.035474,[204790],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"RACKTECH CO., LTD.",111,5225,0.021244,103.5,3608.2350623607635,0.028684,[204916],['TH'],['None'],['None']
Cox Communications Inc.,8,5225,0.001531,98.0,3608.2350623607635,0.02716,[22773],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVICES Sp. zo.o.,3,5225,0.000574,48.0,3608.2350623607635,0.013302999999999999,"[40970, 34907]",['PL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Keminet SHPK,2,5225,0.000383,32.0,3608.2350623607635,0.008869,[197706],['AL'],['Computer and Information Technology'],['None']
Latitude.sh,2,5225,0.000383,32.0,3608.2350623607635,0.008869,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,30,5225,0.005742,30.0,3608.2350623607635,0.008314,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Noinet Societa Cooperativa,9,5225,0.001722,24.0,3608.2350623607635,0.006651,[209368],['IT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,24,5225,0.004593,24.0,3608.2350623607635,0.006651,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Amanah Tech Inc.,9,5225,0.001722,24.0,3608.2350623607635,0.006651,[32489],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Ferdinand Zink trading as Tube-Hosting,10,5225,0.001914,23.007812,3608.2350623607635,0.006376,[49581],['DE'],['Computer and Information Technology'],['Software Development']
Tunbroker LLC,7,5225,0.00134,22.0,3608.2350623607635,0.006097,[400842],['US'],['None'],['None']
LeaseWeb Netherlands B.V.,9,5225,0.001722,21.000046,3608.2350623607635,0.00582,[60781],['NL'],['Computer and Information Technology'],['None']
Biterika Group LLC,5,5225,0.000957,20.0,3608.2350623607635,0.005543,[35048],['RU'],['Computer and Information Technology'],['Software Development']
Delta Ltd,8,5225,0.001531,19.000061,3608.2350623607635,0.005266,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,5225,0.0036370000000000005,19.0,3608.2350623607635,0.005265,"[209968, 52042, 56849, 51126]",['PT'],"['Finance and Insurance' 'Construction and Real Estate'
 'Freight, Shipment, and Postal Services']","['Investment, Portfolio Management, Pensions and Funds'
 'Buildings (Residential or Commercial)' 'Other']"
I-SERVERS LTD,4,5225,0.000766,19.0,3608.2350623607635,0.005266,[209641],['GB'],['Education and Research'],['None']
IGT LOTTERY S.P.A.,4,5225,0.000766,19.0,3608.2350623607635,0.005266,[35574],['IT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
