sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4560,0.019736,1004.000244,1405.7533729076385,0.714207,"[397165, 47596, 209242, 200081, 61178, 15967]"
Internet Service Provider (ISP),666,4560,0.14604299999999995,201.221157,1405.7533729076385,0.143135,"[396356, 44812, 210107, 396319, 30633, 20473, 62240, 200373, 7018, 51659, 207990, 213220, 198571, 208626, 3175, 206873, 49392, 212521, 56534, 50902, 1239, 22773, 50113, 49981, 150445, 15317, 25145, 396362, 36992, 396113, 30721, 25369, 43317, 266732, 41108, 196968, 47447, 199669, 64080, 8772, 6939, 45609, 174, 53356, 202528, 36791, 38732, 33480, 28573, 58057, 9009, 15133, 40509, 136620, 16724, 51847, 32931, 263110, 203314, 20253, 20446, 41378, 46562, 212238, 56758, 14153, 9902, 197433, 133612, 59711, 140810, 62874, 394923, 211759, 209181, 133480, 6369, 30081, 43357, 47720, 51430, 52041, 55081, 63213, 201029, 200393, 139693, 400797, 58453, 7713, 6762, 4788, 4761, 4657]"
None,398,4560,0.08727599999999999,127.28932300000002,1405.7533729076385,0.090545,"[204916, 198231, 210695, 61317, 60781, 62217, 29182, 48108, 212477, 209641, 42692, 210852, 202235, 209146, 147057, 141444, 131910, 28753, 271991, 135605, 199614, 196733, 210842, 399558, 151814, 199186, 197730, 200021, 141173, 151407, 202911, 216157, 201217, 398668, 206981, 1921, 50069, 60539, 949, 205544, 207021, 208685, 37963, 197919, 201572, 33760, 40138, 201178, 38008, 197606, 48254, 216452, 211051, 399358, 216435, 61323, 54197, 58339, 138190, 203283, 202662, 202888, 151464, 141039, 140731]"
Software Development,449,4560,0.09846499999999997,28.639967000000002,1405.7533729076385,0.020371,"[59504, 49581, 51837, 210499, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4560,0.003509,15.000015,1405.7533729076385,0.010671,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1506,4560,0.33026200000000006,13.348481,1405.7533729076385,0.009495,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 202990, 50867, 40676, 13213, 206368]"
Other,69,4560,0.015131000000000004,4.173567000000001,1405.7533729076385,0.002968,"[56849, 211027, 133375, 199925, 400519, 205987, 60310, 46997, 205212, 205157, 207487, 30811, 201633, 205989]"
"Metal, Glass, Wood, and Paper Manufacturing",3,4560,0.000658,3.0,1405.7533729076385,0.002134,[44477]
"Banks, Credit Card Companies, Mortgage Providers",3,4560,0.000658,3.0,1405.7533729076385,0.002134,[60389]
Buildings (Residential or Commercial),16,4560,0.003509,2.006851,1405.7533729076385,0.001428,"[52042, 151338]"
"Colleges, Universities, and Professional Schools",2,4560,0.000438,2.0,1405.7533729076385,0.001422,"[4538, 46019]"
Electronics and Computer Components,2,4560,0.000438,1.000015,1405.7533729076385,0.000711,"[51259, 23145]"
Elementary and Secondary Schools,1,4560,0.000219,1.0,1405.7533729076385,0.000711,[56434]
Online Music and Video Streaming Services,10,4560,0.002193,0.039062,1405.7533729076385,2.8e-05,[33905]
Computer and Network Security,1305,4560,0.286184,0.019897,1405.7533729076385,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4560,0.0010969999999999999,0.007859,1405.7533729076385,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4560,0.002851,0.006836,1405.7533729076385,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4560,0.000658,4.6e-05,1405.7533729076385,0.0,[39900]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",2,4560,0.000439,3.1e-05,1405.7533729076385,0.0,[131662]
Chemical and Pharmaceutical Manufacturing,1,4560,0.000219,1.5e-05,1405.7533729076385,0.0,[203635]
