country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
US,3584,4560,0.78596,1084.9232160000001,1405.7533729076385,0.77177,"[397165, 396356, 396319, 30633, 20473, 61317, 7018, 209242, 1239, 22773, 54113, 15317, 396362, 53667, 6939, 16509, 36183, 174, 13335, 400519, 199465, 36791, 33480, 60310, 36492, 19551, 15133, 40509, 46997, 201217, 16724, 398668, 32931, 20253, 20446, 41378, 46562, 40676, 50069, 949, 14153, 205157, 62874, 37963, 33760, 40138, 394923, 399358, 216435, 207487, 6369, 23145, 25923, 30081, 55081, 206368, 203283, 400797, 16625]"
RU,113,4560,0.024780999999999994,93.328293,1405.7533729076385,0.066389,"[44812, 59504, 210695, 49542, 51659, 204490, 213220, 29182, 48108, 60389, 208626, 3175, 206873, 49392, 212521, 56534, 210852, 211027, 56434, 30721, 199669, 199186, 39900]"
TH,108,4560,0.023684,70.5,1405.7533729076385,0.050151,[204916]
GB,96,4560,0.021051,32.014250999999994,1405.7533729076385,0.022772,"[198231, 62240, 62217, 44477, 209641, 202235, 25369, 199614, 64080, 61112, 202990, 136620, 206981, 212238, 205544, 56758, 13213, 198412, 48254, 209181, 61323, 52041, 58339, 203635, 202888]"
TR,29,4560,0.006359000000000002,27.000031,1405.7533729076385,0.019206,"[210107, 25145, 43260, 196733, 201178]"
DE,29,4560,0.006358000000000001,24.011748000000004,1405.7533729076385,0.017079,"[200373, 49581, 198571, 200081, 28753, 41108, 196968, 47447, 205987, 210937, 200393]"
PT,19,4560,0.004168,19.0,1405.7533729076385,0.013517000000000001,"[209968, 51126, 52042, 56849]"
NL,29,4560,0.006358999999999999,9.040130999999999,1405.7533729076385,0.006431,"[60781, 212477, 49981, 33905, 50867, 208685, 197919, 51430]"
UA,19,4560,0.0041670000000000006,7.067704,1405.7533729076385,0.005028,"[47596, 8772, 201572, 201836]"
HK,37,4560,0.008113000000000002,7.0116570000000005,1405.7533729076385,0.004987,"[51837, 141444, 151338, 151407, 199974, 51847, 60539, 38008, 211759, 138190, 202662, 58453]"
IN,170,4560,0.03728,4.039612,1405.7533729076385,0.0028729999999999997,"[207990, 45609, 216452]"
FR,4,4560,0.000877,4.0,1405.7533729076385,0.0028450000000000003,"[50902, 60703, 209146]"
LV,3,4560,0.000658,3.0,1405.7533729076385,0.002134,"[58061, 43317]"
SA,3,4560,0.000658,3.0,1405.7533729076385,0.002134,[210499]
IT,4,4560,0.000878,2.0,1405.7533729076385,0.001423,"[42692, 6762]"
LT,2,4560,0.000438,2.0,1405.7533729076385,0.001422,"[51259, 150445]"
ID,132,4560,0.028946999999999997,1.601807,1405.7533729076385,0.001139,"[46019, 210842, 7713, 4761]"
CA,12,4560,0.00263,1.0750110000000002,1405.7533729076385,0.000764,"[396113, 399558, 53356, 202528, 202911, 205212, 203314, 54197, 63213, 139693]"
CN,12,4560,0.0026309999999999997,1.066544,1405.7533729076385,0.000758,"[4538, 151814, 200021, 197433, 206843, 211051, 151464, 140731]"
TW,4,4560,0.000877,1.0039369999999999,1405.7533729076385,0.000714,"[133375, 141173, 131662]"
CY,22,4560,0.004824,1.00032,1405.7533729076385,0.000711,"[61178, 47583]"
CZ,2,4560,0.000439,1.000015,1405.7533729076385,0.000711,[50113]
PK,1,4560,0.000219,1.0,1405.7533729076385,0.000711,[147057]
PE,1,4560,0.000219,1.0,1405.7533729076385,0.000711,[266732]
SG,2,4560,0.000438,1.0,1405.7533729076385,0.000711,"[150347, 4657]"
AR,1,4560,0.000219,1.0,1405.7533729076385,0.000711,[271991]
JP,1,4560,0.000219,1.0,1405.7533729076385,0.000711,[131910]
EG,1,4560,0.000219,1.0,1405.7533729076385,0.000711,[36992]
KR,1,4560,0.000219,1.0,1405.7533729076385,0.000711,[135605]
VG,11,4560,0.002413,0.042968,1405.7533729076385,3.1e-05,"[199925, 197730]"
BR,15,4560,0.003289,0.010986,1405.7533729076385,8.000000000000001e-06,"[270410, 28573, 263110]"
VN,3,4560,0.000658,0.003937,1405.7533729076385,3e-06,"[38732, 140810]"
CH,1,4560,0.000219,0.003906,1405.7533729076385,3e-06,[58057]
None,1,4560,0.000219,0.003906,1405.7533729076385,3e-06,[216157]
RO,35,4560,0.007675,0.002365,1405.7533729076385,2e-06,[9009]
PH,21,4560,0.004605,0.000549,1405.7533729076385,0.0,[200866]
AT,14,4560,0.0030700000000000002,0.000213,1405.7533729076385,0.0,"[1921, 207021, 205989]"
AU,3,4560,0.000658,4.6e-05,1405.7533729076385,0.0,"[133612, 133480]"
KH,3,4560,0.000658,4.6e-05,1405.7533729076385,0.0,[9902]
ES,2,4560,0.000439,3.1e-05,1405.7533729076385,0.0,[197606]
BG,2,4560,0.000439,3.1e-05,1405.7533729076385,0.0,[59711]
SE,2,4560,0.000438,3e-05,1405.7533729076385,0.0,"[30811, 201633]"
PL,2,4560,0.000438,3e-05,1405.7533729076385,0.0,"[15967, 201029]"
IE,1,4560,0.000219,1.5e-05,1405.7533729076385,0.0,[47720]
VU,1,4560,0.000219,1.5e-05,1405.7533729076385,0.0,[43357]
PA,1,4560,0.000219,1.5e-05,1405.7533729076385,0.0,[141039]
MY,1,4560,0.000219,0.0,1405.7533729076385,0.0,[4788]
