category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,136,4560,0.029823000000000002,1004.0048369999998,1405.7533729076385,0.71421,"[397165, 47596, 209242, 200081, 61178, 400519, 131662, 15967, 138190, 201633, 205989]"
Computer and Information Technology,4010,4560,0.8793739999999999,271.243862,1405.7533729076385,0.19294100000000003,"[396356, 44812, 210107, 396319, 30633, 20473, 59504, 62240, 200373, 49581, 51837, 49542, 61317, 60781, 62217, 7018, 51659, 207990, 204490, 213220, 210499, 29182, 48108, 198571, 212477, 208626, 3175, 206873, 49392, 212521, 56534, 50902, 58061, 1239, 22773, 54113, 50113, 202235, 60703, 49981, 150445, 15317, 209146, 150347, 25145, 396362, 36992, 396113, 30721, 28753, 25369, 43260, 43317, 266732, 135605, 41108, 196968, 196733, 47447, 199669, 64080, 53667, 8772, 6939, 45609, 16509, 36183, 174, 13335, 53356, 202528, 202990, 36791, 38732, 33480, 28573, 58057, 36492, 9009, 19551, 15133, 50867, 40509, 200866, 199974, 136620, 47583, 16724, 51847, 32931, 263110, 203314, 20253, 20446, 41378, 1921, 46562, 212238, 40676, 60539, 949, 205544, 207021, 56758, 14153, 208685, 9902, 197433, 133612, 59711, 13213, 140810, 62874, 37963, 198412, 201178, 48254, 210937, 394923, 211759, 209181, 61323, 133480, 6369, 25923, 30081, 30811, 43357, 47720, 51430, 52041, 55081, 206368, 63213, 201029, 200393, 141039, 139693, 400797, 58453, 16625, 7713, 6762, 4788, 4761, 4657]"
None,292,4560,0.06403199999999999,95.20785400000003,1405.7533729076385,0.06772700000000001,"[204916, 198231, 210695, 42692, 210852, 147057, 131910, 271991, 199614, 210842, 151814, 199186, 197730, 200021, 151407, 202911, 216157, 201217, 197919, 33760, 197606, 216452, 211051, 399358, 216435, 54197, 203283, 202662, 202888, 151464]"
Finance and Insurance,19,4560,0.0041670000000000006,18.000015,1405.7533729076385,0.012805,"[209968, 60389, 51126, 201836]"
Education and Research,23,4560,0.005042,6.014907,1405.7533729076385,0.004278,"[209641, 56434, 4538, 46019, 270410, 141173, 60310, 206981, 140731]"
Manufacturing,6,4560,0.001315,4.000030000000001,1405.7533729076385,0.0028450000000000003,"[44477, 51259, 23145, 203635]"
Construction and Real Estate,29,4560,0.006359999999999999,2.1045530000000006,1405.7533729076385,0.001497,"[52042, 399558, 199925, 151338, 39900]"
"Freight, Shipment, and Postal Services",5,4560,0.0010969999999999999,2.000046,1405.7533729076385,0.001423,"[56849, 205157]"
"Media, Publishing, and Broadcasting",19,4560,0.0041670000000000006,1.1721649999999997,1405.7533729076385,0.000834,"[211027, 33905, 61112, 199465, 398668, 206843]"
Other,11,4560,0.002413,1.0001539999999998,1405.7533729076385,0.000711,"[141444, 50069, 40138, 38008]"
Travel and Accommodation,1,4560,0.000219,1.0,1405.7533729076385,0.000711,[133375]
"Retail Stores, Wholesale, and E-commerce Sites",5,4560,0.001096,0.003967000000000001,1405.7533729076385,3e-06,"[205987, 201572, 207487, 58339]"
Community Groups and Nonprofits,2,4560,0.000439,0.000488,1405.7533729076385,0.0,[205212]
Health Care Services,2,4560,0.000439,0.000488,1405.7533729076385,0.0,[46997]
