country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
GB,327,28219,0.011583000000000001,34.000354,89.33269337353809,0.38060299999999997,"[209641, 210644, 64080, 13213, 60068, 62217, 212238, 202888, 200241, 203961, 205544, 204055, 61323, 44477, 9002, 8943, 41357, 35826, 13285]"
RU,113,28219,0.004001,21.000045,89.33269337353809,0.23507699999999998,"[44812, 29182, 213220, 30721, 51115, 45027, 49542, 59504, 210079, 200487, 199274, 197695, 204490, 8342, 28890, 25532, 34665, 16345]"
US,12947,28219,0.458796,19.56123,89.33269337353809,0.218968,"[395839, 197992, 48261, 53667, 197619, 64267, 36492, 396982, 201217, 41378, 62874, 397031, 46997, 13335, 61317, 396356, 6939, 46841, 216435, 46562, 16509, 30633, 54113, 33387, 40509, 19969, 6315, 200827, 55081, 8100, 397373, 40676, 12167, 11990, 11878, 26527, 21859, 32934, 395747, 54455, 397232, 48581, 397226, 397224, 397423, 197598, 209622, 63949, 63410, 62571, 38, 7922, 6233, 11917, 11426, 11019, 906, 701, 2635, 3389, 29789, 25923, 33363, 33438, 33760, 40630, 174, 36351, 17378, 16625, 15169, 15133, 15130, 15108, 14340, 17185, 22822, 22697, 20473, 19551, 398565]"
NL,10117,28219,0.35851599999999995,5.000097,89.33269337353809,0.05597100000000001,"[57043, 60781, 20940, 51430, 48635, 49544, 49981, 199752, 211786, 213192, 207375, 208492, 60893, 12859, 35470, 21342]"
DE,723,28219,0.025619,4.000015,89.33269337353809,0.044776,"[29014, 205100, 59437, 44974, 47447, 60294, 209114, 208058, 205766, 44066, 8560, 8422, 6805, 6724, 12306, 680, 3214, 3320, 12360, 29066, 29413, 24961, 15943]"
TH,61,28219,0.0021609999999999997,3.0,89.33269337353809,0.033582,"[204916, 45430, 45758, 131445, 4651, 38040, 23884]"
VG,3,28219,0.000106,2.0,89.33269337353809,0.022388,"[199925, 197730]"
VN,258,28219,0.009143,0.6767769999999999,89.33269337353809,0.007576,"[135981, 140810, 149151, 140824, 45899, 135967]"
FR,132,28219,0.004678,0.085716,89.33269337353809,0.000959,"[41405, 12876, 5410, 209453, 30781, 29075, 42487, 16276]"
JP,31,28219,0.001097,0.007812,89.33269337353809,8.7e-05,"[138652, 7679, 9354, 10013, 9824, 9605, 2527, 2519, 2497, 38631, 17511]"
