sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2432,28219,0.08617299999999997,54.090287000000004,89.33269337353809,0.605492,"[209641, 29182, 197992, 29014, 204916, 210644, 60781, 197619, 41405, 201217, 397031, 61317, 62217, 56630, 216435, 51115, 12876, 202888, 200827, 41717, 62282, 149151, 140824, 32934, 44901, 58777, 55990, 51468, 48581, 200241, 198068, 197730, 197695, 216271, 197598, 208058, 203961, 205544, 204055, 149042, 140903, 140716, 61323, 61098, 134756, 137697, 137702, 138421, 138915, 140061, 38, 8888, 7679, 6724, 9354, 11917, 11426, 10013, 9806, 9605, 2497, 513, 2635, 4802, 3389, 29066, 29222, 29097, 27823, 33363, 33760, 38631, 38365, 35492, 21100, 17511]"
Internet Service Provider (ISP),5127,28219,0.18165399999999998,22.436374,89.33269337353809,0.251151,"[44812, 213220, 57043, 48261, 64080, 64267, 135981, 30721, 140810, 138652, 41378, 62874, 9009, 45609, 396356, 6939, 46841, 138997, 46562, 30633, 56655, 268972, 51430, 30860, 33387, 212238, 835, 40509, 6315, 55081, 5410, 577, 133480, 397373, 12167, 11990, 11878, 134094, 26527, 9498, 21859, 58453, 56040, 59437, 56041, 56046, 44974, 58542, 58541, 58057, 58487, 45727, 55836, 45899, 47447, 49544, 49981, 50113, 45474, 55818, 51873, 45430, 53356, 45758, 397423, 55410, 55430, 55644, 63835, 59605, 199244, 200222, 199752, 199274, 211786, 198066, 200738, 60294, 207375, 209453, 207996, 205766, 147049, 266768, 133798, 133159, 131445, 264642, 63410, 60893, 134238, 134771, 262459, 136188, 136959, 38266, 44066, 7922, 9002, 8943, 8781, 8697, 8560, 8422, 8342, 7713, 12849, 7545, 6805, 6762, 6718, 6697, 9121, 9299, 9312, 12306, 10474, 9930, 9929, 9924, 9829, 9824, 9808, 9534, 9500, 9381, 5606, 5432, 4837, 2860, 2527, 2519, 1955, 1930, 1680, 1653, 1547, 1299, 1257, 906, 852, 812, 701, 680, 3214, 4835, 3292, 4812, 4811, 4808, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 3303, 12360, 12859, 43766, 30798, 30781, 30764, 29789, 29413, 29075, 28890, 12874, 28573, 28075, 27947, 25454, 34665, 42846, 42487, 41357, 40630, 174, 38255, 38040, 35826, 24961, 24547, 17378, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 13999, 13285, 13030, 17185, 24444, 17501, 24400, 24309, 24203, 23884, 23724, 22822, 22697, 21575, 20853, 20473, 18001, 17639, 398565]"
Phone Provider,168,28219,0.005953,9.672119,89.33269337353809,0.108271,[395839]
Other,27,28219,0.000955,2.0002440000000004,89.33269337353809,0.022390000000000004,"[199925, 205212, 46997, 45090, 200351, 209114, 25148, 40994]"
Hosting and Cloud Provider,7187,28219,0.25468399999999997,1.000309,89.33269337353809,0.011197,"[53667, 13213, 13335, 262287, 16509, 40676, 58810, 395747, 54455, 48635, 49542, 55303, 200487, 213192, 202505, 204490, 135967, 137443, 6233, 35470, 16276, 14340]"
Software Development,2799,28219,0.099189,0.12908599999999998,89.33269337353809,0.001445,"[36492, 54113, 45027, 58466, 47583, 59504, 209622, 205125, 63949, 25923, 25532, 39122, 36351, 34762, 17428]"
Online Music and Video Streaming Services,10053,28219,0.356249,0.004126,89.33269337353809,4.599999999999999e-05,"[396982, 60068, 20940, 43614, 25019, 21342]"
Online Informational Content,15,28219,0.000532,9.8e-05,89.33269337353809,1e-06,[149485]
"Military, Defense, National Security, and International Affairs",37,28219,0.001312,1.5e-05,89.33269337353809,0.0,"[19969, 397232, 397226, 397224, 62571]"
"Law, Business, and Consulting Services",43,28219,0.0015220000000000001,1.5e-05,89.33269337353809,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",14,28219,0.000495,8e-06,89.33269337353809,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,290,28219,0.010276,5e-06,89.33269337353809,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,28219,0.000212,0.0,89.33269337353809,0.0,"[210079, 211309, 16345]"
"Metal, Glass, Wood, and Paper Manufacturing",1,28219,3.5e-05,0.0,89.33269337353809,0.0,[44477]
"Law Enforcement, Public Safety, and Justice",3,28219,0.000106,0.0,89.33269337353809,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,28219,3.5e-05,0.0,89.33269337353809,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,28219,0.000142,0.0,89.33269337353809,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,28219,0.000177,0.0,89.33269337353809,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,28219,0.000212,0.0,89.33269337353809,0.0,"[131486, 137753]"
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1,28219,3.5e-05,0.0,89.33269337353809,0.0,[131662]
