sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Internet Service Provider (ISP),931,5225,0.17813400000000001,1390.340719,3608.2350623607635,0.38529699999999995,"[204790, 22773, 40970, 396356, 44812, 32489, 209368, 210107, 213220, 35574, 212238, 35761, 34534, 57773, 57795, 59848, 29075, 43350, 25424, 197204, 25003, 200187, 200428, 30813, 31543, 44205, 42929, 44851, 47540, 35579, 39591, 34907, 200899, 50782, 52031, 52209, 44050, 21140, 208091, 8769, 8511, 8422, 8309, 210144, 210232, 5400, 210612, 3549, 3352, 3339, 3177, 213222, 396319, 207995, 41327, 202421, 203361, 18779, 12400, 206854, 12552, 207083, 30633, 20473, 62240, 200373, 30873, 7018, 207990, 51659, 208626, 206873, 3175, 198571, 62068, 211083, 49392, 212521, 56534, 1239, 50902, 202503, 49981, 49544, 50113, 206499, 201080, 39824, 396113, 266732, 39384, 945, 1764, 15703, 15317, 29551, 30721, 150445, 196968, 41108, 25145, 198722, 37009, 199669, 64080, 25369, 396362, 43317, 7979, 47447, 209045, 50495, 48070, 6663, 210231, 55286, 206150, 36992, 12630, 12306, 8772, 6939, 45609, 3320, 174, 58057, 53356, 12731, 12676, 33480, 28573, 202528, 59795, 38732, 36791, 9009, 15133, 40509, 136620, 16724, 32931, 51847, 203314, 263110, 22439, 20253, 41378, 20446, 46562, 208972, 42831, 44016, 42675, 56758, 205726, 52048, 3356, 197433, 14153, 9902, 209626, 133612, 9121, 210895, 62874, 59711, 140810, 60567, 211759, 41155, 133480, 42673, 43357, 49367, 6369, 400797, 213268, 211400, 47720, 139693, 394923, 12859, 55081, 205876, 30081, 201949, 58336, 204094, 203819, 203557, 203500, 50994, 201029, 49673, 209561, 209181, 23764, 51430, 63213, 203, 200393, 52041, 51972, 7713, 4761, 4788, 58453, 4657, 6762]"
"Law, Business, and Consulting Services",112,5225,0.021431,1089.000426,3608.2350623607635,0.301808,"[397165, 49655, 208906, 211918, 207289, 204394, 47596, 201364, 209242, 61178, 200081, 205398, 203843, 49121, 34798, 201924, 15967, 210015]"
None,549,5225,0.105044,579.7287590000001,3608.2350623607635,0.16065299999999996,"[204916, 197706, 400842, 60781, 209641, 35712, 949, 24940, 42034, 56708, 200000, 56485, 48288, 50582, 51711, 207481, 208016, 208124, 208262, 210646, 211175, 204591, 14576, 206028, 198231, 210695, 61317, 62217, 205544, 203498, 212477, 48108, 137409, 29182, 61161, 42692, 210852, 34939, 20618, 202235, 271991, 28753, 48638, 21378, 199614, 196733, 135605, 131910, 200157, 200416, 30742, 141444, 206075, 209041, 209146, 209650, 210512, 5420, 211752, 147057, 210842, 202685, 924, 207252, 399558, 151814, 35507, 60539, 199186, 197730, 64475, 35487, 200021, 200907, 208078, 202911, 141173, 216157, 151407, 48582, 216398, 211480, 201217, 200690, 209306, 398668, 206981, 212149, 1921, 50069, 207021, 210025, 200959, 133846, 34775, 208685, 208753, 42198, 197606, 48254, 33760, 197919, 201178, 40138, 204318, 60557, 37963, 38008, 201572, 199052, 140731, 399358, 210644, 199656, 211381, 216111, 138190, 139589, 216435, 216452, 151464, 211051, 202888, 54197, 141039, 58339, 203283, 208779, 199684, 50926, 200800, 202662, 23344, 61323]"
Software Development,477,5225,0.09128499999999998,153.64031699999995,3608.2350623607635,0.042577,"[49581, 35048, 48352, 20988, 212144, 202053, 205068, 59504, 51837, 209097, 210499, 54113, 60703, 150347, 24971, 200128, 34762, 207729, 36492, 200866, 199974, 47583, 49548, 198412, 210937, 211547, 25923, 201958, 204915, 8075]"
Hosting and Cloud Provider,1542,5225,0.295118,111.349594,3608.2350623607635,0.030858000000000003,"[16509, 60135, 35829, 48635, 212786, 205227, 49542, 204490, 58061, 40676, 43260, 53667, 13335, 202990, 50867, 208046, 48231, 8666, 29290, 200746, 211664, 13213, 135671, 24239, 206368, 203339]"
Other,94,5225,0.017985,85.31484600000005,3608.2350623607635,0.023641,"[42275, 39913, 56722, 204594, 204623, 56849, 211027, 133375, 206566, 58036, 197634, 199925, 63399, 400519, 210152, 205987, 205232, 60310, 205212, 46997, 208223, 205157, 204720, 136258, 213164, 30811, 205989, 201633, 207487, 33932]"
"Banks, Credit Card Companies, Mortgage Providers",4,5225,0.000765,19.0,3608.2350623607635,0.005265,"[57574, 60389]"
Machinery,4,5225,0.000764,18.0625,3608.2350623607635,0.005005,"[210167, 200635, 207242, 59584]"
Online Informational Content,7,5225,0.001339,17.007859,3608.2350623607635,0.004713,"[208354, 208985, 61112, 199465, 206843]"
"Investment, Portfolio Management, Pensions and Funds",18,5225,0.003444000000000001,17.000015,3608.2350623607635,0.004711000000000001,"[209968, 51126, 2027, 50395, 201836]"
Radio and Television Providers,2,5225,0.000382,16.0625,3608.2350623607635,0.004450999999999999,"[206430, 51579]"
Computer and Network Security,1356,5225,0.25952,16.024551000000002,3608.2350623607635,0.004441,"[201984, 36183, 8100, 19551, 20546, 16625]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",3,5225,0.000574,16.003922,3608.2350623607635,0.004435,"[42897, 48043]"
"Law Enforcement, Public Safety, and Justice",1,5225,0.000191,16.0,3608.2350623607635,0.004434,[204319]
"Personal Care and Lifestyle (Barber Shops, Nail Salons, Diet Centers, Laundry, etc)",1,5225,0.000191,16.0,3608.2350623607635,0.004434,[206616]
Technology Consulting Services,1,5225,0.000191,16.0,3608.2350623607635,0.004434,[60021]
Casinos and Gambling,1,5225,0.000191,16.0,3608.2350623607635,0.004434,[207092]
Chemical and Pharmaceutical Manufacturing,12,5225,0.0022960000000000003,3.1253349999999998,3608.2350623607635,0.000866,"[205432, 212085, 203635]"
Buildings (Residential or Commercial),32,5225,0.006123,3.089477,3608.2350623607635,0.0008550000000000001,"[52042, 204880, 211358, 59538, 151338, 52112, 204736]"
"Metal, Glass, Wood, and Paper Manufacturing",3,5225,0.000574,3.0,3608.2350623607635,0.000831,[44477]
Real Estate (Residential and/or Commercial),8,5225,0.00153,2.00032,3608.2350623607635,0.000554,"[35085, 203299, 208699, 39900, 50007]"
"Colleges, Universities, and Professional Schools",2,5225,0.000382,2.0,3608.2350623607635,0.000554,"[4538, 46019]"
Electronics and Computer Components,3,5225,0.000573,1.062515,3608.2350623607635,0.000294,"[51259, 210462, 23145]"
Elementary and Secondary Schools,1,5225,0.000191,1.0,3608.2350623607635,0.000277,[56434]
Music and Video Industry,6,5225,0.001148,0.375,3608.2350623607635,0.000104,[210916]
Online Music and Video Streaming Services,31,5225,0.005932999999999999,0.039382,3608.2350623607635,1.1e-05,"[33905, 20940, 34164]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,5225,0.002488,0.006836,3608.2350623607635,2e-06,[270410]
"Clothing, Fashion, Luggage",5,5225,0.000957,7.6e-05,3608.2350623607635,0.0,[204755]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",3,5225,0.000574,4.6e-05,3608.2350623607635,0.0,"[131662, 50922]"
"Print Media (Newspapers, Magazines, Books)",2,5225,0.000383,3.1e-05,3608.2350623607635,0.0,[213204]
Automotive and Transportation,1,5225,0.000191,1.5e-05,3608.2350623607635,0.0,[204920]
