aliased prefix,all prefix,sat aliased prefix,sat all prefix,co,loss,new,change sta alias,change sta all
4530.0,202545.0,1384.8156747221947,231674.68023551046,4529.0,9.0,9.0,0.0,0.0
4517.0,202439.0,1382.815506875515,231646.30645716726,4519.0,11.0,3.0,-2.0001678466796875,-28.373778343200684
4513.0,202512.0,1382.6904915571213,231636.51592815458,4511.0,6.0,2.0,-0.12501531839370728,-9.790529012680054
4514.0,202808.0,1384.6316688656807,231683.01524383365,4508.0,6.0,6.0,1.9411773085594177,46.499315679073334
4518.0,202965.0,1381.6280983686447,231759.7766694778,4504.0,14.0,15.0,-3.0035704970359802,76.76142564415932
4524.0,203083.0,1386.6281136274338,231822.7411246046,4507.0,15.0,22.0,5.0000152587890625,62.96445512678474
4523.0,203070.0,1387.6164101362228,229773.58233502973,4521.0,10.0,7.0,0.9882965087890625,-2049.158789574867
