category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,137,4605,0.029748999999999994,1004.0048529999999,1406.7388924956322,0.713711,"[397165, 47596, 209242, 61178, 200081, 400519, 131662, 15967, 201633, 138190, 205989]"
Computer and Information Technology,4056,4605,0.880761,278.23273800000004,1406.7388924956322,0.19779000000000002,"[396356, 44812, 210107, 396319, 30633, 20473, 62240, 200373, 59504, 51659, 49581, 49542, 51837, 61317, 60781, 62217, 204490, 207990, 198571, 7018, 213220, 52041, 208626, 48108, 199669, 212477, 3175, 206873, 29182, 49392, 56534, 212521, 1239, 58061, 50902, 22773, 210499, 54113, 50113, 135605, 396113, 49981, 64080, 47447, 60703, 196733, 396362, 25145, 209146, 28753, 30721, 202235, 150347, 15317, 266732, 36992, 196968, 41108, 43260, 43317, 150445, 53667, 8772, 6939, 45609, 16509, 36183, 174, 13335, 53356, 33480, 38732, 28573, 202528, 58057, 36791, 36492, 9009, 19551, 15133, 50867, 40509, 200866, 51847, 199974, 136620, 47583, 16724, 212238, 203314, 32931, 263110, 20253, 20446, 41378, 1921, 46562, 60539, 949, 40676, 207021, 56758, 9902, 205544, 208685, 197433, 14153, 201178, 37963, 198412, 13213, 140810, 133612, 48254, 62874, 59711, 210937, 211759, 209181, 394923, 23467, 25923, 55081, 61323, 51430, 63213, 133480, 47720, 137502, 139693, 30081, 43357, 141039, 200393, 206368, 206998, 30811, 201029, 400797, 32150, 16625, 6762, 4788, 4761, 4657, 58453, 7713]"
None,285,4605,0.061882999999999994,89.20051300000002,1406.7388924956322,0.06341200000000001,"[204916, 198231, 210695, 202888, 42692, 210852, 131910, 147057, 271991, 199614, 210842, 151814, 197730, 199186, 200021, 151407, 216157, 202911, 201217, 216107, 209642, 33760, 197919, 197606, 211051, 215907, 216435, 216452, 399358, 151464, 54197, 202662]"
Finance and Insurance,20,4605,0.004342,18.000030000000002,1406.7388924956322,0.012795999999999998,"[209968, 60389, 51126, 207713, 201836]"
Education and Research,23,4605,0.004993,6.014907,1406.7388924956322,0.004277,"[209641, 56434, 4538, 46019, 270410, 141173, 60310, 206981, 140731]"
Manufacturing,6,4605,0.001302,4.000030000000001,1406.7388924956322,0.002844,"[44477, 51259, 23145, 203635]"
"Media, Publishing, and Broadcasting",22,4605,0.004777000000000001,2.172196,1406.7388924956322,0.001545,"[211027, 33905, 61112, 199465, 398668, 206843]"
"Freight, Shipment, and Postal Services",5,4605,0.001085,2.000046,1406.7388924956322,0.001422,"[56849, 205157]"
Construction and Real Estate,28,4605,0.006079,1.104553,1406.7388924956322,0.000785,"[52042, 399558, 199925, 151338, 39900]"
Other,12,4605,0.002605,1.0001689999999999,1406.7388924956322,0.000711,"[141444, 50069, 38008, 40138, 135489]"
Travel and Accommodation,1,4605,0.000217,1.0,1406.7388924956322,0.000711,[133375]
Health Care Services,3,4605,0.000651,0.004395,1406.7388924956322,3e-06,[46997]
"Retail Stores, Wholesale, and E-commerce Sites",5,4605,0.001085,0.003967000000000001,1406.7388924956322,3e-06,"[205987, 201572, 58339, 207487]"
Community Groups and Nonprofits,2,4605,0.000434,0.000488,1406.7388924956322,0.0,[205212]
