sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",91,4605,0.019760999999999997,1004.00026,1406.7388924956322,0.7137080000000001,"[397165, 47596, 209242, 61178, 200081, 15967]"
Internet Service Provider (ISP),688,4605,0.149389,210.22156900000002,1406.7388924956322,0.149443,"[396356, 44812, 210107, 396319, 30633, 20473, 62240, 200373, 51659, 207990, 198571, 7018, 213220, 52041, 208626, 199669, 3175, 206873, 49392, 56534, 212521, 1239, 50902, 22773, 50113, 396113, 49981, 64080, 47447, 396362, 25145, 30721, 15317, 266732, 36992, 196968, 41108, 43317, 150445, 8772, 6939, 45609, 174, 53356, 33480, 38732, 28573, 202528, 58057, 36791, 9009, 15133, 40509, 51847, 136620, 16724, 212238, 203314, 32931, 263110, 20253, 20446, 41378, 46562, 56758, 9902, 197433, 14153, 140810, 133612, 62874, 59711, 211759, 209181, 394923, 55081, 51430, 63213, 133480, 47720, 139693, 30081, 43357, 200393, 201029, 400797, 6762, 4788, 4761, 4657, 58453, 7713]"
None,390,4605,0.08467699999999995,121.27784500000004,1406.7388924956322,0.08621600000000001,"[204916, 198231, 210695, 61317, 60781, 62217, 209641, 48108, 212477, 29182, 202888, 42692, 210852, 135605, 131910, 141444, 196733, 147057, 209146, 28753, 202235, 271991, 199614, 210842, 151814, 399558, 197730, 199186, 200021, 151407, 216157, 202911, 141173, 201217, 216107, 209642, 398668, 206981, 1921, 50069, 60539, 949, 207021, 205544, 208685, 33760, 197919, 201572, 201178, 37963, 38008, 40138, 197606, 48254, 58339, 211051, 215907, 216435, 216452, 399358, 151464, 54197, 61323, 135489, 137502, 138190, 140731, 141039, 206998, 32150, 202662]"
Software Development,445,4605,0.096632,26.636047,1406.7388924956322,0.018934,"[59504, 49581, 51837, 210499, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4605,0.003474,15.000015,1406.7388924956322,0.010662999999999999,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1527,4605,0.33159700000000003,13.344909999999999,1406.7388924956322,0.009486,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 50867, 40676, 13213, 23467, 206368]"
Other,71,4605,0.015415000000000002,5.177474000000001,1406.7388924956322,0.003681,"[211027, 56849, 133375, 199925, 400519, 46997, 60310, 205987, 205212, 205157, 201633, 207487, 30811, 205989]"
"Banks, Credit Card Companies, Mortgage Providers",3,4605,0.000651,3.0,1406.7388924956322,0.002133,[60389]
"Metal, Glass, Wood, and Paper Manufacturing",3,4605,0.000651,3.0,1406.7388924956322,0.002133,[44477]
"Colleges, Universities, and Professional Schools",2,4605,0.000434,2.0,1406.7388924956322,0.001422,"[4538, 46019]"
Buildings (Residential or Commercial),15,4605,0.0032570000000000003,1.006851,1406.7388924956322,0.0007160000000000001,"[52042, 151338]"
Electronics and Computer Components,2,4605,0.000434,1.000015,1406.7388924956322,0.000711,"[51259, 23145]"
Elementary and Secondary Schools,1,4605,0.000217,1.0,1406.7388924956322,0.000711,[56434]
Online Music and Video Streaming Services,12,4605,0.002606,0.039093,1406.7388924956322,2.8e-05,[33905]
Computer and Network Security,1314,4605,0.285341,0.020004,1406.7388924956322,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4605,0.001085,0.007859,1406.7388924956322,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4605,0.002823,0.006836,1406.7388924956322,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4605,0.000651,4.6e-05,1406.7388924956322,0.0,[39900]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",2,4605,0.000434,3.1e-05,1406.7388924956322,0.0,[131662]
Insurance Carriers and Agencies,1,4605,0.000217,1.5e-05,1406.7388924956322,0.0,[207713]
Chemical and Pharmaceutical Manufacturing,1,4605,0.000217,1.5e-05,1406.7388924956322,0.0,[203635]
