org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4605,0.013464,992.0,1406.7388924956322,0.705177,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",101,4605,0.021933,63.5,1406.7388924956322,0.04514,[204916],['TH'],['None'],['None']
Latitude.sh,2,4605,0.000434,32.0,1406.7388924956322,0.022748,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,30,4605,0.006515,30.0,1406.7388924956322,0.021326,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,24,4605,0.005212,24.0,1406.7388924956322,0.017061,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,18,4605,0.003908,18.0,1406.7388924956322,0.012795999999999998,"[209968, 56849, 51126, 52042]",['PT'],"['Finance and Insurance' 'Freight, Shipment, and Postal Services'
 'Construction and Real Estate']","['Investment, Portfolio Management, Pensions and Funds' 'Other'
 'Buildings (Residential or Commercial)']"
Oxylabs,1,4605,0.000217,16.0,1406.7388924956322,0.011374,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",15,4605,0.0032570000000000003,14.000015,1406.7388924956322,0.009951999999999999,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,13,4605,0.002823,13.0,1406.7388924956322,0.009241,"[200373, 198571]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",15,4605,0.003257,12.000046,1406.7388924956322,0.00853,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Baxet,14,4605,0.00304,10.000061,1406.7388924956322,0.007109000000000001,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Clouvider Limited,32,4605,0.006949,9.00058,1406.7388924956322,0.006398,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4605,0.001954,9.0,1406.7388924956322,0.006398000000000001,"[210695, 210852]",['RU'],['None'],['None']
LLC Vpsville,11,4605,0.002389,8.1875,1406.7388924956322,0.00582,[59504],['RU'],['Computer and Information Technology'],['Software Development']
SIXNET OPERATION LTD,9,4605,0.001954,8.003906,1406.7388924956322,0.00569,[198231],['GB'],['None'],['None']
Ferdinand Zink trading as Tube-Hosting,8,4605,0.001737,7.003906,1406.7388924956322,0.004979,[49581],['DE'],['Computer and Information Technology'],['Software Development']
IT Express Ltd.,9,4605,0.001954,7.000031,1406.7388924956322,0.004976,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
Netex Limited,6,4605,0.001303,6.0,1406.7388924956322,0.004265,[51837],['HK'],['Computer and Information Technology'],['Software Development']
ArtPlanet LLC,6,4605,0.001303,6.0,1406.7388924956322,0.004265,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Hivelocity Inc,12,4605,0.002606,5.009033,1406.7388924956322,0.003561,[61317],['US'],['Computer and Information Technology'],['None']
LeaseWeb Netherlands B.V.,6,4605,0.001303,5.000015,1406.7388924956322,0.003554,[60781],['NL'],['Computer and Information Technology'],['None']
Vinters IT Ltd,8,4605,0.001737,4.000519,1406.7388924956322,0.002844,[62217],['GB'],['Computer and Information Technology'],['None']
Kontel LLC,4,4605,0.000869,4.0,1406.7388924956322,0.002843,[204490],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
HostRoyale Technologies Pvt Ltd,4,4605,0.000869,4.0,1406.7388924956322,0.002843,[207990],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"AT&T Services, Inc.",4,4605,0.000869,4.0,1406.7388924956322,0.002843,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
