country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
GB,355,27664,0.012830999999999997,39.000354,95.43043706285349,0.408678,"[209641, 198231, 210644, 62240, 13213, 60068, 62217, 202888, 212238, 205544, 200241, 61323, 9002, 8943, 41357, 41000, 35826, 13285]"
RU,118,27664,0.004261999999999999,22.000045,95.43043706285349,0.230535,"[44812, 29182, 213220, 60389, 30721, 51115, 45027, 210079, 49542, 204490, 197695, 200487, 199274, 59504, 8342, 28890, 34665, 25532, 16345]"
US,12857,27664,0.46474799999999994,19.557368,95.43043706285349,0.20493599999999998,"[395839, 197992, 48261, 53667, 197619, 64267, 36492, 396982, 41378, 62874, 397031, 46997, 13335, 396356, 16509, 61317, 6939, 46841, 216435, 46562, 30633, 54113, 19969, 40509, 33387, 6315, 200827, 55081, 8100, 397373, 12167, 40676, 11990, 21859, 11878, 26527, 32934, 209622, 54455, 397423, 397232, 397226, 397224, 395747, 48581, 197598, 62571, 63410, 63949, 38, 6233, 7922, 11917, 11426, 11019, 906, 701, 3389, 33438, 33363, 29789, 25923, 33760, 40630, 174, 36351, 17378, 17185, 16625, 15169, 15133, 15130, 15108, 14340, 22822, 22697, 20473, 19551, 398565]"
NL,9822,27664,0.35504499999999994,5.000111,95.43043706285349,0.052395000000000004,"[57043, 60781, 20940, 51430, 8283, 211786, 213192, 48635, 49544, 49981, 60893, 199752, 208492, 207375, 12859, 35470, 21342]"
DE,725,27664,0.026203999999999998,4.000015,95.43043706285349,0.041915,"[29014, 205100, 47447, 59437, 44974, 209114, 60294, 208058, 205766, 8560, 8422, 6805, 6724, 12360, 12306, 680, 3214, 3320, 44066, 29413, 29066, 15943, 24961]"
TH,57,27664,0.002061,3.0,95.43043706285349,0.031437,"[204916, 45758, 131445, 4651]"
VG,3,27664,0.000108,2.0,95.43043706285349,0.020958,"[199925, 197730]"
VN,289,27664,0.010445999999999997,0.7783549999999999,95.43043706285349,0.008156,"[135981, 140810, 140824, 149151, 45899, 135967]"
FR,133,27664,0.004807,0.085716,95.43043706285349,0.000898,"[41405, 12876, 5410, 210403, 209453, 30781, 29075, 42487, 16276]"
JP,31,27664,0.001119,0.007812,95.43043706285349,8.2e-05,"[138652, 38631, 7679, 9354, 10013, 9824, 9605, 2527, 2519, 2497, 17511]"
RO,200,27664,0.00723,0.000151,95.43043706285349,2e-06,"[9009, 6718, 5606]"
CA,109,27664,0.00394,0.000145,95.43043706285349,1e-06,"[205212, 835, 577, 53356, 200351, 852, 812]"
AU,64,27664,0.002313,0.000106,95.43043706285349,1e-06,"[149485, 133480, 8888, 1221]"
IN,227,27664,0.008205,6.2e-05,95.43043706285349,1e-06,"[45609, 9498, 55410, 55836, 55644, 9829, 38266, 24309]"
LT,6,27664,0.000216,4.9e-05,95.43043706285349,0.0,"[56630, 62282]"
BR,338,27664,0.012217,4.9e-05,95.43043706285349,0.0,"[262287, 268972, 262459, 4230, 28573]"
HK,72,27664,0.002602,3.9e-05,95.43043706285349,0.0,"[138997, 41717, 58453, 45474, 137443, 138915, 149042, 9312, 9381, 4637]"
NO,6,27664,0.00021700000000000002,1.5e-05,95.43043706285349,0.0,"[56655, 211309, 25148]"
UA,5,27664,0.00017999999999999998,1.5e-05,95.43043706285349,0.0,"[30860, 216271, 21100]"
PH,2,27664,7.2e-05,1.5e-05,95.43043706285349,0.0,"[200866, 9299]"
TW,41,27664,0.0014810000000000001,9e-06,95.43043706285349,0.0,"[1659, 134094, 131662, 9924, 3462]"
PL,6,27664,0.00021700000000000002,0.0,95.43043706285349,0.0,"[204679, 15967, 20853]"
NP,14,27664,0.000506,0.0,95.43043706285349,0.0,[17501]
NZ,31,27664,0.001121,0.0,95.43043706285349,0.0,[9500]
PA,1,27664,3.6e-05,0.0,95.43043706285349,0.0,[147049]
PE,1,27664,3.6e-05,0.0,95.43043706285349,0.0,[21575]
AE,1,27664,3.6e-05,0.0,95.43043706285349,0.0,[15802]
PT,41,27664,0.001483,0.0,95.43043706285349,0.0,"[8657, 1930, 2860]"
QA,14,27664,0.000506,0.0,95.43043706285349,0.0,[8781]
MY,26,27664,0.0009400000000000001,0.0,95.43043706285349,0.0,"[9534, 4788]"
SC,4,27664,0.000145,0.0,95.43043706285349,0.0,[205125]
SE,75,27664,0.002711,0.0,95.43043706285349,0.0,"[1653, 1299, 1257]"
SG,18,27664,0.000651,0.0,95.43043706285349,0.0,[4657]
SI,1,27664,3.6e-05,0.0,95.43043706285349,0.0,[198644]
SK,1,27664,3.6e-05,0.0,95.43043706285349,0.0,[200222]
TR,22,27664,0.0007949999999999999,0.0,95.43043706285349,0.0,"[202505, 9121, 42846]"
SA,16,27664,0.000578,0.0,95.43043706285349,0.0,"[43766, 25019]"
JO,13,27664,0.00047,0.0,95.43043706285349,0.0,[8697]
MX,14,27664,0.000506,0.0,95.43043706285349,0.0,[13999]
