country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
US,3732,5281,0.7066760000000001,1290.0784420000002,3782.3209691643715,0.34107699999999996,"[397165, 22773, 30633, 396356, 400842, 35829, 3549, 396319, 20473, 1239, 7018, 61317, 209242, 34939, 54113, 16509, 40676, 15317, 25623, 7979, 396362, 53667, 924, 6939, 36183, 174, 13335, 63399, 400519, 35487, 199656, 205232, 36791, 60310, 8100, 208078, 33480, 199465, 36492, 19551, 15133, 40509, 49548, 46997, 201217, 200690, 16724, 22439, 398668, 48231, 32931, 20253, 20446, 41378, 212149, 46562, 949, 50069, 205157, 3356, 205398, 14153, 33760, 42198, 40138, 62874, 37963, 203, 25923, 400797, 399358, 394923, 216435, 30081, 203283, 207487, 23145, 55081, 14445, 22604, 6369, 8075, 36040, 16625]"
DE,98,5281,0.018546000000000007,311.30184800000006,3782.3209691643715,0.08229700000000001,"[49581, 30823, 200187, 198333, 47540, 42034, 48352, 39913, 50629, 43341, 25415, 207289, 8422, 211170, 206028, 200373, 198571, 211083, 62075, 28753, 206075, 30742, 196968, 200081, 29551, 50495, 41108, 211752, 47447, 50395, 8820, 12306, 208985, 210916, 207252, 3320, 48582, 12676, 205987, 213204, 64475, 212085, 203819, 42652, 41179, 200393, 211547, 210937, 47215, 20546, 24940]"
NL,105,5281,0.019878000000000003,306.04888900000003,3782.3209691643715,0.08091200000000001,"[204790, 60781, 49981, 31019, 60262, 57795, 39591, 56722, 207083, 204319, 43350, 212477, 62068, 61161, 49544, 60022, 211895, 33905, 59795, 50867, 20940, 34164, 29290, 44016, 205726, 208685, 209626, 197919, 200746, 213268, 12859, 205876, 51430]"
RU,144,5281,0.027261000000000007,265.45729099999994,3782.3209691643715,0.07018200000000001,"[44812, 35048, 213220, 203498, 200430, 34665, 197204, 59848, 44050, 13178, 3267, 59504, 210695, 49542, 51659, 204490, 48108, 206873, 208626, 60389, 3175, 29182, 211027, 49392, 56534, 212521, 210852, 21378, 30721, 199669, 56434, 51579, 58036, 199186, 48043, 39900, 211400, 204720, 49673]"
GB,171,5281,0.03237000000000001,203.17963899999995,3782.3209691643715,0.053713000000000004,"[210434, 209641, 212238, 44205, 41230, 51711, 56708, 5400, 211501, 62240, 198231, 62217, 205544, 44477, 202888, 206150, 204318, 202235, 61049, 199614, 64080, 198722, 200416, 48070, 202685, 59538, 61112, 202990, 213354, 216398, 136620, 208046, 206981, 142594, 200198, 42831, 210025, 204755, 56758, 198412, 48254, 199285, 208699, 13213, 61323, 200299, 199052, 48987, 210644, 205090, 58339, 52041, 203635, 209181, 201949]"
PL,18,5281,0.0034049999999999996,178.00007499999995,3782.3209691643715,0.047059,"[40970, 34907, 49191, 200750, 30813, 5582, 205856, 204880, 206499, 42673, 42209, 208041, 15967, 201029]"
FR,41,5281,0.007756,143.00416199999998,3782.3209691643715,0.037805000000000005,"[42275, 34534, 42929, 58011, 208261, 203361, 205068, 205816, 209097, 50902, 60703, 201080, 35085, 209146, 41114, 2027, 203500, 211691, 211891, 211944, 208333, 210348, 210344, 210335, 208421, 201958, 208850, 208771, 208749]"
TH,107,5281,0.020261,115.4375,3782.3209691643715,0.03052,[204916]
IT,30,5281,0.005679,92.00405800000001,3782.3209691643715,0.024324000000000005,"[209368, 31617, 41327, 204326, 204760, 35574, 42692, 211480, 211358, 208753, 204611, 49367, 6762]"
ES,29,5281,0.005489,83.06646700000002,3782.3209691643715,0.021961,"[206833, 208257, 206430, 3352, 202844, 205718, 202503, 197606, 50926, 33932]"
