org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4450,0.013933,992.0,1416.6888585686684,0.700224,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",103,4450,0.023146,66.4375,1416.6888585686684,0.046896,[204916],['TH'],['None'],['None']
Latitude.sh,2,4450,0.000449,32.0,1416.6888585686684,0.022588,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,31,4450,0.006966,31.0,1416.6888585686684,0.021882,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,25,4450,0.005618,25.0,1416.6888585686684,0.017647,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,4450,0.004268,19.0,1416.6888585686684,0.013412,"[209968, 51126, 56849, 52042]",['PT'],"['Finance and Insurance' 'Freight, Shipment, and Postal Services'
 'Construction and Real Estate']","['Investment, Portfolio Management, Pensions and Funds' 'Other'
 'Buildings (Residential or Commercial)']"
Oxylabs,1,4450,0.000225,16.0,1416.6888585686684,0.011294,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",16,4450,0.003596,15.000015,1416.6888585686684,0.010588,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",17,4450,0.00382,13.000061,1416.6888585686684,0.009176,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,12,4450,0.002696,12.0,1416.6888585686684,0.008471,"[200373, 198571]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Sprint,10,4450,0.002247,10.0,1416.6888585686684,0.007059,[1239],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4450,0.002697,9.1875,1416.6888585686684,0.006485,[59504],['RU'],['Computer and Information Technology'],['Software Development']
SIXNET OPERATION LTD,11,4450,0.002472,9.007812,1416.6888585686684,0.006358,[198231],['GB'],['None'],['None']
Clouvider Limited,31,4450,0.006966,9.000565,1416.6888585686684,0.006353,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4450,0.002022,9.0,1416.6888585686684,0.006353,"[210695, 210852]",['RU'],['None'],['None']
IT Express Ltd.,9,4450,0.002022,7.000031,1416.6888585686684,0.004941,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
Ferdinand Zink trading as Tube-Hosting,7,4450,0.001573,7.0,1416.6888585686684,0.004941,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LLC Baxet,9,4450,0.002023,6.000046,1416.6888585686684,0.004235,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Netex Limited,6,4450,0.001348,6.0,1416.6888585686684,0.004235,[51837],['HK'],['Computer and Information Technology'],['Software Development']
ArtPlanet LLC,6,4450,0.001348,6.0,1416.6888585686684,0.004235,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"AT&T Services, Inc.",6,4450,0.001348,6.0,1416.6888585686684,0.004235,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Hivelocity Inc,14,4450,0.003146,5.012955,1416.6888585686684,0.003539,[61317],['US'],['Computer and Information Technology'],['None']
LeaseWeb Netherlands B.V.,5,4450,0.001124,5.0,1416.6888585686684,0.003529,[60781],['NL'],['Computer and Information Technology'],['None']
Vinters IT Ltd,9,4450,0.002022,4.000763,1416.6888585686684,0.002824,[62217],['GB'],['Computer and Information Technology'],['None']
HostRoyale Technologies Pvt Ltd,4,4450,0.000899,4.0,1416.6888585686684,0.002823,[207990],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kontel LLC,4,4450,0.000899,4.0,1416.6888585686684,0.002823,[204490],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Cloudflare London, LLC",16,4450,0.003596,3.000198,1416.6888585686684,0.002118,[209242],['US'],['Service'],"['Law, Business, and Consulting Services']"
Delta Ltd,7,4450,0.001573,3.000061,1416.6888585686684,0.002118,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
GalaxyStar LLC,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[206873],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Citytelecom LLC,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[3175],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
STARK INDUSTRIES SOLUTIONS LTD,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[44477],['GB'],['Manufacturing'],"['Metal, Glass, Wood, and Paper Manufacturing']"
ServTech LTD,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[208626],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
I-SERVERS LTD,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[209641],['GB'],['Education and Research'],['None']
RoyaleHosting BV,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[212477],['NL'],['Computer and Information Technology'],['None']
Manir LLC,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[60389],['RU'],['Finance and Insurance'],"['Banks, Credit Card Companies, Mortgage Providers']"
JSC IOT,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[29182],['RU'],['Computer and Information Technology'],['None']
Sole trader Malkov Dmitrii Vladimirovich,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[48108],['RU'],['Computer and Information Technology'],['None']
Al Asmary Abdullah Ibrahim A,3,4450,0.000674,3.0,1416.6888585686684,0.002118,[210499],['SA'],['Computer and Information Technology'],['Software Development']
Perfect Cloud Technologies LLC,4,4450,0.000899,2.125,1416.6888585686684,0.0015,[211027],['RU'],"['Media, Publishing, and Broadcasting']",['Other']
Comfortel Ltd.,3,4450,0.000674,2.000015,1416.6888585686684,0.001412,[56534],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
UPSTREAM NETWORK LTD,3,4450,0.000674,2.000015,1416.6888585686684,0.001412,[202888],['GB'],['None'],['None']
Malkov D.V.,3,4450,0.000674,2.000015,1416.6888585686684,0.001412,[212521],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
DNS0.EU A.D.,2,4450,0.000449,2.0,1416.6888585686684,0.001412,[50902],['FR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Overweb Srl,2,4450,0.000449,2.0,1416.6888585686684,0.001412,[42692],['IT'],['None'],['None']
Scalaxy B.V.,2,4450,0.000449,2.0,1416.6888585686684,0.001412,[58061],['LV'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Cox Communications Inc.,2,4450,0.000449,2.0,1416.6888585686684,0.001412,[22773],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Fastly, Inc.",142,4450,0.03191,1.439774,1416.6888585686684,0.001016,[54113],['US'],['Computer and Information Technology'],['Software Development']
NTX Technologies s.r.o.,2,4450,0.000449,1.000015,1416.6888585686684,0.000706,[50113],['CZ'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
