sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4450,0.020225999999999997,1004.000244,1416.6888585686684,0.7086949999999999,"[397165, 47596, 209242, 61178, 200081, 15967]"
Internet Service Provider (ISP),664,4450,0.14921900000000002,214.22463499999998,1416.6888585686684,0.15122,"[396356, 44812, 210107, 396319, 30633, 20473, 1239, 62240, 200373, 7018, 51659, 207990, 213220, 208626, 3175, 198571, 206873, 49392, 212521, 56534, 22773, 50902, 50113, 49981, 64080, 396362, 15317, 266732, 25145, 43317, 36992, 199669, 196968, 150445, 41108, 396113, 47447, 30721, 8772, 6939, 45609, 174, 38732, 53356, 28573, 202528, 33480, 36791, 58057, 9009, 15133, 40509, 136620, 16724, 203314, 32931, 263110, 20253, 20446, 41378, 212238, 46562, 56758, 14153, 140810, 59711, 62874, 56655, 394923, 209181, 211759, 63213, 6369, 30081, 43357, 47720, 51430, 52041, 55081, 201029, 400797, 200393, 197433, 139693, 133480, 6762, 4788, 4761, 4657, 58453]"
None,389,4450,0.08741700000000002,125.23062200000004,1416.6888585686684,0.0884,"[204916, 198231, 210695, 61317, 60781, 62217, 209641, 29182, 48108, 212477, 202888, 210852, 42692, 199614, 202235, 209146, 196733, 131910, 147057, 28753, 141444, 271991, 135605, 210842, 151814, 399558, 199186, 197730, 200021, 141173, 202911, 151407, 216157, 201217, 206981, 398668, 60539, 50069, 949, 207021, 1921, 205544, 208685, 201572, 37963, 40138, 48254, 38008, 201178, 197919, 197606, 33760, 399358, 216435, 211051, 216452, 61323, 54197, 58339, 203283, 202662, 141039, 140731]"
Software Development,441,4450,0.09910100000000004,28.632064,1416.6888585686684,0.020208999999999998,"[59504, 49581, 51837, 210499, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4450,0.003595,15.000015,1416.6888585686684,0.010588,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1497,4450,0.336404,13.348344,1416.6888585686684,0.009422999999999999,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 202990, 50867, 40676, 13213]"
Other,72,4450,0.016179,5.173598000000001,1416.6888585686684,0.003652,"[211027, 56849, 133375, 199925, 400519, 205987, 60310, 46997, 205212, 205157, 398962, 207487, 30811, 205989, 201633]"
"Metal, Glass, Wood, and Paper Manufacturing",3,4450,0.000674,3.0,1416.6888585686684,0.002118,[44477]
"Banks, Credit Card Companies, Mortgage Providers",3,4450,0.000674,3.0,1416.6888585686684,0.002118,[60389]
Buildings (Residential or Commercial),16,4450,0.003595,2.006851,1416.6888585686684,0.001417,"[52042, 151338]"
Electronics and Computer Components,2,4450,0.00045,1.000015,1416.6888585686684,0.000706,"[51259, 23145]"
Elementary and Secondary Schools,1,4450,0.000225,1.0,1416.6888585686684,0.000706,[56434]
"Colleges, Universities, and Professional Schools",1,4450,0.000225,1.0,1416.6888585686684,0.000706,[4538]
Online Music and Video Streaming Services,10,4450,0.002247,0.039062,1416.6888585686684,2.8e-05,[33905]
Computer and Network Security,1222,4450,0.274607,0.018631,1416.6888585686684,1.3000000000000001e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4450,0.001123,0.007859,1416.6888585686684,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4450,0.002921,0.006836,1416.6888585686684,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4450,0.000674,4.6e-05,1416.6888585686684,0.0,[39900]
Chemical and Pharmaceutical Manufacturing,1,4450,0.000225,1.5e-05,1416.6888585686684,0.0,[203635]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1,4450,0.000225,1.5e-05,1416.6888585686684,0.0,[131662]
