org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,5281,0.01174,992.0,3782.3209691643715,0.262273,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",107,5281,0.020261,115.4375,3782.3209691643715,0.03052,[204916],['TH'],['None'],['None']
Falco ISP Services B.V.,7,5281,0.001326,112.0,3782.3209691643715,0.029611,[204790],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVICES Sp. zo.o.,7,5281,0.001326,112.0,3782.3209691643715,0.029611,"[40970, 34907, 49191]",['PL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Cox Communications Inc.,8,5281,0.001515,98.0,3782.3209691643715,0.02591,[22773],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",20,5281,0.003787,47.000046,3782.3209691643715,0.012426,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Ferdinand Zink trading as Tube-Hosting,9,5281,0.001704,39.0,3782.3209691643715,0.010311,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LeaseWeb Netherlands B.V.,12,5281,0.002272,38.000061,3782.3209691643715,0.010047,[60781],['NL'],['Computer and Information Technology'],['None']
Petersburg Internet Network ltd.,2,5281,0.000378,32.0,3782.3209691643715,0.00846,"[34665, 44050]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"trafficforce, UAB",2,5281,0.000378,32.0,3782.3209691643715,0.00846,"[133944, 212144]",['LT'],['Computer and Information Technology'],['Computer and Network Security' 'Software Development']
aurologic GmbH,2,5281,0.000379,32.0,3782.3209691643715,0.00846,[30823],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Hizakura Limited,2,5281,0.000379,32.0,3782.3209691643715,0.00846,[210434],['GB'],['None'],['None']
Latitude.sh,2,5281,0.000379,32.0,3782.3209691643715,0.00846,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,31,5281,0.00587,31.0,3782.3209691643715,0.008196,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,26,5281,0.004923,26.0,3782.3209691643715,0.006874,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Amanah Tech Inc.,9,5281,0.001704,24.0,3782.3209691643715,0.006345,[32489],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Noinet Societa Cooperativa,9,5281,0.001704,24.0,3782.3209691643715,0.006345,[209368],['IT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Tunbroker LLC,8,5281,0.001515,23.0,3782.3209691643715,0.006081,[400842],['US'],['None'],['None']
Biterika Group LLC,7,5281,0.001326,22.0,3782.3209691643715,0.005817,[35048],['RU'],['Computer and Information Technology'],['Software Development']
Delta Ltd,8,5281,0.001515,19.000061,3782.3209691643715,0.005023,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,5281,0.003599,19.0,3782.3209691643715,0.005024,"[209968, 51126, 52042, 56849]",['PT'],"['Finance and Insurance' 'Construction and Real Estate'
 'Freight, Shipment, and Postal Services']","['Investment, Portfolio Management, Pensions and Funds'
 'Buildings (Residential or Commercial)' 'Other']"
I-SERVERS LTD,4,5281,0.000757,19.0,3782.3209691643715,0.005023,[209641],['GB'],['Education and Research'],['None']
JSC Intellin,4,5281,0.000757,19.0,3782.3209691643715,0.005023,[203498],['RU'],['Computer and Information Technology'],['None']
WorldStream B.V.,3,5281,0.000568,17.003906,3782.3209691643715,0.004496,[49981],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Keminet SHPK,3,5281,0.000568,17.000015,3782.3209691643715,0.004495,[197706],['AL'],['Computer and Information Technology'],['None']
Datacamp Limited,9,5281,0.001704,16.000122,3782.3209691643715,0.00423,[212238],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Level 3 Parent, LLC",6,5281,0.001135,16.000076,3782.3209691643715,0.00423,"[3549, 3356, 203]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Three Fourteen SASU,5,5281,0.000947,16.000061,3782.3209691643715,0.00423,[42275],['FR'],['Service'],['Other']
"auth-servers, LLC",2,5281,0.000379,16.000015,3782.3209691643715,0.00423,[35829],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Harmony Hosting SARL,2,5281,0.000379,16.000015,3782.3209691643715,0.00423,[34534],['FR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Mitko.Com Ltd.,2,5281,0.000379,16.000015,3782.3209691643715,0.00423,[35761],['BG'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
CloudNow GmbH,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[205243],['AT'],"['Retail Stores, Wholesale, and E-commerce Sites']",['None']
Klikom.net Sp.z o.o.,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[200750],['PL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
1Access Sweden AB,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[57773],['SE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
CloudKleyer Frankfurt GmbH,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[200187],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LIS Logistische Informationssysteme GmbH,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[48352],['DE'],['Computer and Information Technology'],['Software Development']
"LLC ""LURE IT""",1,5281,0.000189,16.0,3782.3209691643715,0.00423,[59848],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"LLC ""Real-net""",1,5281,0.000189,16.0,3782.3209691643715,0.00423,[13178],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
KELAG-Karntner Elektrizitats - Aktiengesellschaft,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[35579],['AT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
MASSELIN COMMUNICATION SAS,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[203361],['FR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
MDlink online service center GmbH,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[43341],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
MOMIT SRL,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[204760],['IT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
MTF Solutions AG,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[20988],['CH'],['Computer and Information Technology'],['Software Development']
LWLcom GmbH,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[50629],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
DATAGROUP SE,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[198333],['DE'],['Computer and Information Technology'],['None']
Internet Binat Ltd,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[25003],['IL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
GlobalConnect AB,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[12552],['SE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
E-Solutions BV,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[201984],['BE'],['Computer and Information Technology'],['Computer and Network Security']
Elkaim Elie,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[205816],['FR'],['Service'],['Other']
"Federal State Institution ""Federal Scientific Research Institute for System Analysis of the Russian Academy of Sciences""",1,5281,0.000189,16.0,3782.3209691643715,0.00423,[3267],['RU'],['Education and Research'],"['Colleges, Universities, and Professional Schools']"
Fiber Telecom S.p.A.,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[41327],['IT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Fione Spolka z Ogranicznona Odpowiedzialnoscia Spolka Komandytowa,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[30813],['PL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
GATE T1 SRL,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[204326],['IT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Getechbrothers, MB",1,5281,0.000189,16.0,3782.3209691643715,0.00423,[216349],['LT'],['None'],['None']
Datenreisen UG,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[206028],['DE'],['Computer and Information Technology'],['None']
Global-e ICT solutions B.V.,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[39591],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
High Tide Group Limited,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[211501],['GB'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Insys Ltd,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[51711],['GB'],"['Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)']",['None']
HostSlim B.V.,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[207083],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
INFOTEC TECNOLOGIA INTEGRAL Y TELECOMUNICACIONES SL,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[206430],['ES'],"['Media, Publishing, and Broadcasting']",['Radio and Television Providers']
DN-Systems Enterprise Internet Solutions GmbH,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[42034],['DE'],['Computer and Information Technology'],['None']
INTERNET INVEST LIMITED,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[56708],['GB'],['None'],['None']
DIGITAL NETWORK S.R.L.,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[212786],['MD'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"IT business solutions, MB",1,5281,0.000189,16.0,3782.3209691643715,0.00423,[205227],['LT'],['Computer and Information Technology'],['Hosting and Cloud Provider']
IT-Total Sweden AB,1,5281,0.000189,16.0,3782.3209691643715,0.00423,[8769],['SE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
