frp
52899.84
52882.64
52882.64
52882.93
52900.11
52882.92
52930.14
54583.44
54583.47
54570.59
54588.04
54579.45
54575.44
54571.43
54570.88
54575.19
54545.11
54566.33
54544.88
54562.34
54520.21
54533.36
54524.77
54524.23
54532.57
54519.67
54541.14
54545.39
54843.56
54830.66
54817.79
54826.65
54831.48
54839.52
54835.21
54844.1
54844.12
54856.99
54835.51
54856.77
54860.54
54877.76
54860.85
54838.3
54855.48
54847.16
54851.45
54851.43
54886.06
54873.19
55467.49
55471.79
55424.78
55424.53
55450.28
55420.5
55394.98
55386.66
55386.66
55382.63
55395.79
55408.4
55418.1
55435.57
55353.96
55354.21
55384.26
55392.58
55448.99
55473.64
55439.26
55426.18
55517.43
55568.7
55560.11
55525.77
55564.71
55525.7
55538.55
55525.68
55529.96
55568.6
55420.68
55420.68
55420.68
55696.68
55696.68
55696.68
55744.77
55818.05
55810.03
55814.33
55908.4
55908.52
55938.32
55911.72
55930.25
55903.41
55868.54
55849.25
55860.27
55894.63
55860.81
55873.68
55946.44
55881.5
55856.51
56034.79
56035.06
56030.78
56073.98
56061.89
56065.11
55943.8
55966.06
55968.41
56005.76
56006.78
55953.55
55976.09
63205.35
63351.41
63377.72
63971.33
63958.94
63697.0
63674.42
63887.55
64109.81
64330.66
64454.16
64222.02
64316.47
64075.41
63851.82
63500.71
63642.51
63381.79
63908.49
63541.18
63576.13
63529.17
63631.95
63705.05
64052.65
61210.88
65267.3
65159.09
65159.09
65339.1
65088.93
65208.89
65792.8
65107.45
65079.05
65092.18
65027.75
65011.1
65053.54
64723.4
65307.48
64961.13
64849.18
65279.14
64457.0
65207.5
65250.57
65327.62
65220.5
65353.88
65331.05
65305.12
62964.0
64222.53
63540.62
63540.62
64723.97
65300.3
64963.14
65213.08
