frp
5976.38
5959.18
5959.18
5959.47
5976.65
5959.46
6006.68
5997.82
5997.85
5984.97
6002.42
5993.83
5989.82
5985.81
5985.26
5989.57
5959.49
5980.71
5959.26
5976.72
5934.59
5947.74
5939.15
5938.61
5946.95
5934.05
5955.52
5959.77
5985.25
5972.35
5959.48
5968.34
5973.17
5981.21
5976.9
5985.79
5985.81
5998.68
5977.2
5998.46
6002.23
6019.45
6002.54
5979.99
5997.17
5988.85
5993.14
5993.12
6027.75
6014.88
6014.88
6019.18
5972.17
5971.92
5997.67
5967.89
5942.37
5934.05
5934.05
5930.02
5943.18
5955.79
5965.49
5982.96
5901.35
5901.6
5931.65
5939.97
5996.38
6021.03
5986.65
5973.57
6064.82
6116.09
6107.5
6073.16
6112.1
6073.09
6085.94
6073.07
6077.35
6115.99
5968.07
5968.07
5968.07
6080.83
6080.83
6080.83
6128.92
6202.2
6194.18
6198.48
6292.55
6292.67
6322.47
6295.87
6314.4
6287.56
6252.69
6233.4
6244.42
6278.78
6244.96
6257.83
6330.59
6265.65
6240.66
6418.94
6419.21
6414.93
6458.13
6446.04
6449.26
6327.95
6350.21
6352.56
6389.91
6390.93
6337.7
6360.24
13162.21
13308.27
13334.58
13928.19
13915.8
13653.86
13631.28
13844.41
14066.67
14287.52
14411.02
14178.88
14273.33
14032.27
13808.68
13457.57
13599.37
13338.65
13865.35
13498.04
13532.99
13486.03
13588.81
13661.91
14009.51
11167.74
15224.16
15115.95
15115.95
15115.95
14865.78
14985.74
15569.65
14884.3
14855.9
14869.03
14804.6
14787.95
14830.39
14500.25
15084.33
14737.98
14626.03
14973.69
14151.55
14902.05
14945.12
15022.17
14915.05
15048.43
15025.6
14995.93
12654.81
13913.34
13231.43
13231.43
14414.78
14991.11
14653.95
14903.89
